MtR,AttC,TimeElapsed,AttNC,EpisodesSoFar,TimestepsSoFar,meankl,optimgain,entloss,TtR,Fce,surrgain,entropy
22.589139682246586,7.048780487804878,15928.726670503616,2.951219512195122,6718,1629790,0.008933204,8.407593e-08,0.0,394.6341463414634,0.1596515679442509,8.407593e-08,5.0681024
24.271184165436846,6.404761904761905,16027.878257751465,3.5952380952380953,6760,1639880,0.010174304,7.148743e-08,0.0,422.14285714285717,0.17109774110812398,7.148743e-08,4.9704633
23.276133729501538,6.585365853658536,16128.614466905594,3.4146341463414633,6801,1649893,0.008933196,1.626587e-07,0.0,402.9268292682927,0.16294934333958724,1.626587e-07,5.0681024
21.35045822874835,6.9772727272727275,16233.253947734833,3.022727272727273,6845,1659766,0.010174863,5.9509276e-08,0.0,371.8181818181818,0.15523021784223284,5.9509276e-08,4.9704633
22.411002641200028,6.428571428571429,16334.787767887115,3.5714285714285716,6887,1669782,0.008933102,1.8035888e-07,0.0,392.85714285714283,0.15714285714285717,1.8035888e-07,5.0681024
22.937274944189955,6.880952380952381,16436.53209042549,3.119047619047619,6929,1679844,0.010174863,2.2018433e-07,0.0,399.5238095238095,0.1658997703903364,2.2018433e-07,4.9704633
23.000584516478995,6.175,16530.058854818344,3.825,6969,1689844,0.008933102,9.5214844e-08,0.0,401.5,0.1606,9.5214844e-08,5.0681024
22.731989522144133,6.744186046511628,16627.05139183998,3.255813953488372,7012,1699935,0.008933204,1.0360718e-07,0.0,394.4186046511628,0.1611338423578326,1.0360718e-07,5.1657104
24.53755474225519,6.75,16720.50965332985,3.25,7052,1709772,0.008933102,2.8915405e-08,0.0,420.25,0.170348275862069,2.8915405e-08,5.26323
23.302514005580427,7.175,16815.187018871307,2.825,7092,1719772,0.010174781,9.384155e-08,0.0,404.25,0.1617,9.384155e-08,5.1657104
22.49015972962977,6.785714285714286,16907.28003191948,3.2142857142857144,7134,1729816,0.008933196,9.063721e-08,0.0,392.14285714285717,0.15830870279146142,9.063721e-08,5.26323
22.43198371793287,6.926829268292683,17007.796796798706,3.073170731707317,7175,1739823,0.010174245,3.7727357e-08,0.0,389.2682926829268,0.15909407665505226,3.7727357e-08,5.1657124
