EpisodesSoFar,surrgain,AttNC,TtR,Fce,meankl,TimeElapsed,entloss,AttC,MtR,entropy,TimestepsSoFar,optimgain
6244,0.0026783606,2.317073170731707,142.2439024390244,0.19347881899871633,0.0051679797,5793.094833612442,0.0,0.6829268292682927,26.81206756604506,0.10016831,1399915,0.0026783606
6285,0.0027920231,2.1951219512195124,150.21951219512195,0.20304084631207756,0.0058320784,5834.054751157761,0.0,0.8048780487804879,27.9793016995782,0.07136047,1409998,0.0027920231
6325,0.0022350443,1.825,133.875,0.1789340425531915,0.0035234776,5876.232477426529,0.0,1.175,25.355604532934052,0.08761058,1419983,0.0022350443
6365,0.0021277608,2.075,132.45,0.1791325842696629,0.0032246194,5916.371355772018,0.0,0.925,24.785380591496406,0.098739006,1429822,0.0021277608
6407,0.003008346,1.9285714285714286,144.28571428571428,0.20217363880418063,0.0056967395,5957.262780189514,0.0,1.0714285714285714,27.955703528309964,0.078494534,1439775,0.003008346
6448,0.0029682643,2.2195121951219514,149.70731707317074,0.20159178433889602,0.0069416496,5998.425691843033,0.0,0.7804878048780488,27.66262572736301,0.06883647,1449832,0.0029682643
6488,0.0023997738,2.7,156.3,0.20839999999999997,0.0044750897,6038.98148727417,0.0,0.3,28.882285114821762,0.07810482,1459832,0.0023997738
6528,0.001806103,2.7,150.675,0.20090000000000002,0.004370907,6082.675893068314,0.0,0.3,28.08579574061245,0.05072404,1469832,0.001806103
6568,0.002030501,2.7,158.1,0.21080000000000002,0.0053322837,6122.682113170624,0.0,0.3,29.0355861600916,0.04150388,1479832,0.002030501
6608,0.0016995735,2.9,155.475,0.20729999999999996,0.0047103283,6165.629531860352,0.0,0.1,28.31199685218386,0.08696002,1489832,0.0016995735
6648,0.001884816,2.825,148.5,0.198,0.0034447517,6206.156260728836,0.0,0.175,27.585420647566128,0.10235799,1499832,0.001884816
6688,0.0021517074,2.75,144.225,0.19229999999999997,0.004426975,6249.6024804115295,0.0,0.25,26.729111033442955,0.07487002,1509832,0.0021517074
6728,0.0020535593,2.825,138.375,0.1845,0.0044334223,6290.281131029129,0.0,0.175,25.654145698084704,0.08883179,1519832,0.0020535593
6768,0.0027731422,2.825,139.35,0.1858,0.0064272536,6330.767780303955,0.0,0.175,25.83881830322316,0.032460697,1529832,0.0027731422
6808,0.002014762,2.75,140.4,0.1872,0.003680504,6373.2358593940735,0.0,0.25,26.20394162507577,0.009523946,1539832,0.002014762
6848,0.0020395645,2.9,151.35,0.20180000000000003,0.004190644,6415.327152729034,0.0,0.1,27.7109799187173,0.012551957,1549832,0.0020395645
