optimgain,TimestepsSoFar,Tmc,EpisodesSoFar,Ptt,MpbtN,meankl,AttC,Tbt,entloss,MtR,MpbtA,TtR,surrgain,TimeElapsed,entropy,Tmt,AttNC
0.0024697166,2759906,21.46153846153846,14084,80.22527080241763,79.48705879820784,0.008773461,0.1282051282051282,337972.5128205128,0.0,-36.88835073732644,20.512941201792152,-65.61538461538461,0.0024697166,38504.05377984047,0.13260546,82.51282051282051,0.8717948717948718
0.006836577,2769879,21.525,14124,80.15721997828898,80.41524374715301,0.009735814,0.2,337510.4,0.0,-38.07791165728934,19.584756252846987,-66.3,0.006836577,38613.3768594265,0.13734075,82.4,0.8
0.002669825,2779820,21.605263157894736,14162,80.09134541875335,79.75213812067568,0.0096363695,0.05263157894736842,337381.05263157893,0.0,-36.884309921208555,20.24786187932433,-65.73684210526316,0.002669825,38718.71037316322,0.138997,82.36842105263158,0.9473684210526315
0.004635572,2789961,21.289473684210527,14200,80.37600870198992,79.71732447924478,0.00974796,0.05263157894736842,338458.94736842107,0.0,-36.70403912220844,20.28267552075521,-65.92105263157895,0.004635572,38825.76897287369,0.13992974,82.63157894736842,0.9473684210526315
0.002729831,2799875,20.743589743589745,14239,80.88800854879159,79.25818568514798,0.0074014403,0.15384615384615385,340808.2051282051,0.0,-37.14103985424709,20.741814314852036,-65.94871794871794,0.002729831,38935.151128053665,0.13718307,83.2051282051282,0.8461538461538461
0.0033309632,2809882,21.526315789473685,14277,80.16733507990668,79.73299996959261,0.008435224,0.07894736842105263,337812.2105263158,0.0,-36.94112743443821,20.26700003040738,-65.78947368421052,0.0033309632,39045.06152534485,0.12700991,82.47368421052632,0.9210526315789473
0.0046009566,2819772,21.43243243243243,14314,80.25168863945312,81.01429579974227,0.009434845,0.0,338086.0540540541,0.0,-37.743361544861884,18.985704200257736,-66.86486486486487,0.0046009566,39154.25948834419,0.1451279,82.54054054054055,1.0
0.004105501,2829915,22.18918918918919,14351,79.55127976632114,79.69273548760182,0.009733126,0.0,335097.08108108107,0.0,-36.22870189509767,20.307264512398174,-65.24324324324324,0.004105501,39258.3680999279,0.14434578,81.8108108108108,1.0
0.002200708,2839760,21.805555555555557,14387,79.89760205164765,79.43735575887474,0.008090021,0.0,336440.8888888889,0.0,-36.18564971889154,20.562644241125223,-65.30555555555556,0.002200708,39362.41188573837,0.13371447,82.13888888888889,1.0
0.003934314,2849754,21.89189189189189,14424,79.82822886248637,80.31685848120551,0.009543294,0.0,336314.8108108108,0.0,-36.6776091554504,19.683141518794475,-65.94594594594595,0.003934314,39470.172501802444,0.14872737,82.10810810810811,1.0
0.004719592,2859991,21.789473684210527,14462,79.92341499053414,79.62150530466505,0.010032086,0.0,336734.3157894737,0.0,-36.78936168695136,20.378494695334922,-65.5,0.004719592,39574.657227516174,0.15370476,82.21052631578948,1.0
0.0033177428,2869975,21.54054054054054,14499,80.15520772478821,79.46136196693874,0.009802495,0.0,337753.9459459459,0.0,-36.748796436791366,20.538638033061265,-65.54054054054055,0.0033177428,39679.25263643265,0.14298481,82.45945945945945,1.0
