optimgain,TimeElapsed,meankl,TimestepsSoFar,AttC,MtR,TtR,AttNC,entloss,Fce,surrgain,entropy,EpisodesSoFar
0.0065005464,14529.754207849503,0.004067602,3559888,0.06976744186046512,19.26457168970644,33.395348837209305,0.9302325581395349,0.0,0.13358139534883723,0.0065005464,0.20408812,16491
0.0065670805,14569.613531827927,0.003758293,3569824,0.04878048780487805,20.517174868722577,35.951219512195124,0.9512195121951219,0.0,0.14462755438365196,0.0065670805,0.20345497,16532
0.007878796,14610.534111499786,0.0043749763,3579847,0.14893617021276595,17.009291927462677,29.595744680851062,0.851063829787234,0.0,0.125035645205858,0.007878796,0.17426127,16579
0.0067849653,14650.256559371948,0.004725322,3589882,0.024390243902439025,19.651037826626784,34.609756097560975,0.975609756097561,0.0,0.14023693379790939,0.0067849653,0.15395372,16620
0.006581334,14689.123138666153,0.0037982452,3599896,0.047619047619047616,19.429217142247783,33.92857142857143,0.9523809523809523,0.0,0.13918681318681322,0.006581334,0.15977234,16662
0.0073525156,14731.322455406189,0.003770829,3609897,0.024390243902439025,19.70892320144433,34.609756097560975,0.975609756097561,0.0,0.13843902439024391,0.0073525156,0.18084008,16703
0.007918389,14772.13480091095,0.0058132727,3619907,0.047619047619047616,18.255536322716086,32.19047619047619,0.9523809523809523,0.0,0.1287619047619048,0.007918389,0.17873384,16745
0.007899124,14809.159393787384,0.004556783,3629915,0.047619047619047616,19.134688328217575,33.57142857142857,0.9523809523809523,0.0,0.13428571428571429,0.007899124,0.1907786,16787
0.006587175,14847.35412812233,0.0040791975,3639975,0.16666666666666666,16.770929450588223,29.708333333333332,0.8333333333333334,0.0,0.16275427350427346,0.006587175,0.17993215,16835
0.006465625,14889.152584791183,0.0040718834,3649985,0.047619047619047616,19.98993133727388,34.88095238095238,0.9523809523809523,0.0,0.14462433862433866,0.006465625,0.19596289,16877
0.0074275117,14927.737624883652,0.00467993,3659997,0.09090909090909091,19.02280886658228,33.22727272727273,0.9090909090909091,0.0,0.13534343434343435,0.0074275117,0.17527592,16921
0.0064446405,14967.456773281097,0.0035017068,3669916,0.11363636363636363,18.10729575337829,31.613636363636363,0.8863636363636364,0.0,0.12928914763397523,0.0064446405,0.16852511,16965
0.0070250384,15008.379688501358,0.0043356386,3679983,0.024390243902439025,19.21288893701788,33.26829268292683,0.975609756097561,0.0,0.1357378958864216,0.0070250384,0.1728308,17006
0.0061669257,15047.463345050812,0.0038430337,3689804,0.11363636363636363,18.397913918137093,32.20454545454545,0.8863636363636364,0.0,0.1326077758719268,0.0061669257,0.1830427,17050
0.00783013,15085.816929101944,0.0047085,3699818,0.047619047619047616,19.44312908606484,34.095238095238095,0.9523809523809523,0.0,0.1363809523809524,0.00783013,0.1709465,17092
0.0073194825,15126.515042066574,0.00461085,3709919,0.1111111111111111,18.423970676412278,32.31111111111111,0.8888888888888888,0.0,0.14407884185714293,0.0073194825,0.16233765,17137
0.008417235,15164.352427482605,0.004438511,3719946,0.06976744186046512,18.699290733401423,33.18604651162791,0.9302325581395349,0.0,0.13768005637773081,0.008417235,0.1660228,17180
0.008432869,15203.504937171936,0.0039134757,3729938,0.09302325581395349,19.731594426301093,34.116279069767444,0.9069767441860465,0.0,0.1436819437483889,0.008432869,0.16782203,17223
