entloss,TtR,meankl,entropy,optimgain,AttC,AttNC,TimestepsSoFar,EpisodesSoFar,Fce,surrgain,TimeElapsed,MtR
0.0,63.0,0.001638721,1.4292109,0.00040820008,2.323943661971831,0.676056338028169,9902,71,0.11025437695585513,0.00040820008,41.34638833999634,12.315221024788883
0.0,62.7972972972973,0.003736227,1.4293243,0.0006661036,2.418918918918919,0.581081081081081,19832,145,0.1306475664957065,0.0006661036,80.81893229484558,12.569831261200317
0.0,69.84375,0.0060955537,1.4303757,0.0011131638,2.171875,0.828125,29758,209,0.15964097867011337,0.0011131638,121.3100163936615,13.543929277792088
0.0,88.14,0.002040821,1.4401878,0.0005366806,1.72,1.28,39850,259,0.16303270655270655,0.0005366806,160.50550818443298,17.09487511511621
0.0,92.48936170212765,0.0018685089,1.4348056,0.00061722385,1.446808510638298,1.553191489361702,49907,306,0.13285306970413352,0.00061722385,202.17407846450806,17.646824365555833
0.0,90.25,0.0010954048,1.4481091,0.0006197067,1.8125,1.1875,59937,354,0.12033333333333335,0.0006197067,240.87015771865845,17.316572300309293
0.0,88.97872340425532,0.0014988867,1.4630492,0.00077592384,1.6382978723404256,1.3617021276595744,69972,401,0.12981560283687943,0.00077592384,282.083105802536,17.02995173929139
0.0,81.0,0.0026008699,1.4688718,0.00047910918,1.7450980392156863,1.2549019607843137,79856,452,0.12297078198868476,0.00047910918,320.58929538726807,15.58028394145028
0.0,89.11764705882354,0.0025822406,1.4656129,0.00062184344,1.8235294117647058,1.1764705882352942,89963,503,0.147774186597716,0.00062184344,360.8872537612915,17.25994001481324
0.0,84.47058823529412,0.0035628397,1.45692,0.00074825133,1.803921568627451,1.196078431372549,99867,554,0.14606437065359457,0.00074825133,400.27107310295105,16.24452377266373
0.0,93.0,0.0011380251,1.4613031,0.00070215785,1.434782608695652,1.565217391304348,109911,600,0.1504194373401534,0.00070215785,441.482896566391,17.407766622032756
0.0,82.75,0.001654753,1.4565797,0.00081888505,1.5833333333333333,1.4166666666666667,119977,648,0.12160398860398862,0.00081888505,480.1732864379883,15.843346364677132
0.0,72.28301886792453,0.0021406326,1.4386859,0.0010664479,1.6981132075471699,1.3018867924528301,129939,701,0.1264515571419012,0.0010664479,521.5620436668396,13.876302498789011
0.0,79.59183673469387,0.0047053727,1.4494196,0.0010100433,1.6122448979591837,1.3877551020408163,139887,750,0.1382526603698888,0.0010100433,561.3988642692566,15.319803917758419
0.0,83.53846153846153,0.0025774494,1.4748644,0.00078743324,1.6346153846153846,1.3653846153846154,149761,802,0.1387249164396792,0.00078743324,602.886883020401,16.047264125337705
0.0,86.7,0.0027377778,1.4627235,0.0009860271,1.6,1.4,159816,852,0.13476044700402562,0.0009860271,644.3082194328308,16.775792900808355
0.0,79.70588235294117,0.003572077,1.4781045,0.00075408985,1.6470588235294117,1.3529411764705883,169772,903,0.11706965258628096,0.00075408985,684.0365447998047,15.249399717824009
0.0,95.38775510204081,0.0039483253,1.4687136,0.0006890315,1.8571428571428572,1.1428571428571428,179955,952,0.16040645020550026,0.0006890315,725.4659259319305,18.51459406065524
0.0,99.57142857142857,0.0031819534,1.4589958,0.0008140007,1.4761904761904763,1.5238095238095237,189812,994,0.14209832023424257,0.0008140007,764.3339648246765,18.878113133126806
0.0,80.08928571428571,0.0021979706,1.4466667,0.0011415115,1.9464285714285714,1.0535714285714286,199813,1050,0.14208537029124915,0.0011415115,806.9545230865479,15.984199214581256
0.0,87.75,0.0050371415,1.4431043,0.0007358341,1.9615384615384615,1.0384615384615385,209824,1102,0.12760272487946042,0.0007358341,845.8546483516693,16.704982497958813
0.0,92.36170212765957,0.0027561865,1.4280567,0.00070291857,1.6382978723404256,1.3617021276595744,219869,1149,0.13024787977979468,0.00070291857,888.0709772109985,17.5844064659306
0.0,102.27906976744185,0.002522789,1.4325062,0.0010270823,1.5116279069767442,1.4883720930232558,229855,1192,0.16304498950226673,0.0010270823,927.2901775836945,19.876224710850295
0.0,90.84,0.0024163711,1.4093468,0.0009341108,1.82,1.18,239942,1242,0.13182836695699643,0.0009341108,969.0766944885254,17.531137571947625
0.0,100.8,0.0033016724,1.375355,0.001005513,1.8444444444444446,1.1555555555555554,249840,1287,0.14473083458270866,0.001005513,1008.6066296100616,19.172885608129263
0.0,102.3125,0.0019117312,1.3886336,0.00051824964,1.9166666666666667,1.0833333333333333,259984,1335,0.14491147741147742,0.00051824964,1049.2341148853302,19.51913557765732
0.0,105.27906976744185,0.0019483626,1.3935165,0.0009916575,1.744186046511628,1.255813953488372,269807,1378,0.1734542337703099,0.0009916575,1087.9851863384247,19.901513735589234
0.0,99.44680851063829,0.0024179071,1.3841094,0.0007188862,1.9148936170212767,1.0851063829787233,279976,1425,0.16396457486603191,0.0007188862,1129.5137305259705,19.308127797208346
0.0,97.43478260869566,0.0022176155,1.4013308,0.00085717265,1.7173913043478262,1.2826086956521738,289821,1471,0.14058385093167702,0.00085717265,1169.011067867279,18.760454124312936
0.0,94.83673469387755,0.002056021,1.3880646,0.0007039251,1.6326530612244898,1.3673469387755102,299970,1520,0.16142403628117913,0.0007039251,1210.2570304870605,18.121386303705776
0.0,90.13333333333334,0.0044018454,1.4023461,0.00080482586,1.511111111111111,1.488888888888889,309999,1565,0.12341880341880346,0.00080482586,1249.3055970668793,17.195895850190958
0.0,92.36170212765957,0.0033004181,1.3647346,0.0011264953,1.6595744680851063,1.3404255319148937,319853,1612,0.1530726471152003,0.0011264953,1290.027572631836,17.785798906031467
0.0,87.3061224489796,0.0035471176,1.3234855,0.0010781138,1.469387755102041,1.530612244897959,329998,1661,0.12780514764249612,0.0010781138,1330.9365029335022,16.671272031556263
0.0,95.04545454545455,0.002167751,1.3173112,0.00078214495,1.5,1.5,339803,1705,0.13123310023310022,0.00078214495,1371.1319093704224,18.28123894733558
0.0,101.86046511627907,0.004782429,1.3083998,0.0012751892,1.5813953488372092,1.4186046511627908,349777,1748,0.1411905881997133,0.0012751892,1410.846971988678,19.19654691536529
0.0,99.07142857142857,0.004571137,1.3154289,0.0014857315,1.3095238095238095,1.6904761904761905,359803,1790,0.15923809523809526,0.0014857315,1451.1720638275146,18.751918273851196
0.0,91.2127659574468,0.004546137,1.3241093,0.0013968495,1.5319148936170213,1.4680851063829787,369938,1837,0.13593894275115365,0.0013968495,1492.8181989192963,17.315797341304584
0.0,85.03846153846153,0.0014966512,1.3221406,0.00067565206,1.9230769230769231,1.0769230769230769,379882,1889,0.15464936152759193,0.00067565206,1532.273274898529,16.459534232839367
0.0,94.95918367346938,0.0032185279,1.3283666,0.0010494227,1.7755102040816326,1.2244897959183674,389948,1938,0.13994111343861018,0.0010494227,1573.4430129528046,18.35866648298056
