entloss,TimeElapsed,AttC,optimgain,AttNC,meankl,surrgain,TimestepsSoFar,entropy,Fce,EpisodesSoFar,MtR,TtR
0.0,104544.52251315117,0.0,0.0014968152,10.0,0.0056758057,0.0014968152,3089844,-0.08108043,0.9097000000000002,12773,130.0847929869492,2274.25
0.0,104827.9282400608,0.0,0.0013192316,10.0,0.006184752,0.0013192316,3099844,-0.12193555,0.9100000000000004,12813,130.01507712729537,2275.0
0.0,105102.50721740723,0.0,0.0015673598,10.0,0.006439496,0.0015673598,3109844,-0.12419381,0.9110000000000001,12853,130.19086318168968,2277.5
0.0,105371.80851387978,0.0,0.0016245237,10.0,0.0064214305,0.0016245237,3119844,-0.13727628,0.9366,12893,133.7904086594789,2341.5
0.0,105637.49652981758,0.0,0.0019760085,10.0,0.007616065,0.0019760085,3129844,-0.13748932,0.9311,12933,133.16280493184553,2327.75
0.0,105907.67979216576,0.0,0.0020205597,10.0,0.0072141634,0.0020205597,3139844,-0.17193463,0.8987,12973,128.59738475740446,2246.75
0.0,106173.45370030403,0.0,0.0014552965,10.0,0.0058131455,0.0014552965,3149844,-0.13168347,0.9161999999999997,13013,131.00945898993555,2290.5
0.0,106449.22227048874,0.0,0.0012785645,10.0,0.0059739174,0.0012785645,3159844,-0.12405443,0.9117000000000003,13053,130.14004911639398,2279.25
0.0,106724.86096525192,0.0,0.0018560959,10.0,0.00672599,0.0018560959,3169844,-0.16105701,0.9007000000000002,13093,128.42385305401834,2251.75
0.0,107000.42908167839,0.0,0.0013656297,10.0,0.006690497,0.0013656297,3179844,-0.14569841,0.8727,13133,124.78118590569743,2181.75
0.0,107275.61151909828,0.0,0.0010931639,10.0,0.004693153,0.0010931639,3189844,-0.14408325,0.8968000000000004,13173,127.91304983805954,2242.0
0.0,107560.04426026344,0.0,0.0009956082,10.0,0.005643009,0.0009956082,3199844,-0.14872941,0.9145000000000003,13213,130.38656033978432,2286.25
0.0,107840.06001901627,0.0,0.0010466105,10.0,0.0040833675,0.0010466105,3209844,-0.121337734,0.9268999999999998,13253,132.35901042953043,2317.25
0.0,108136.9009718895,0.0,0.0006592084,10.0,0.0033442748,0.0006592084,3219844,-0.12588315,0.9526000000000001,13293,135.9916189657693,2381.5
0.0,108417.220859766,0.0,0.002057303,10.0,0.006728054,0.002057303,3229844,-0.1252599,0.9460000000000001,13333,135.14338688790548,2365.0
0.0,108701.72082901001,0.0,0.0011874511,10.0,0.004056717,0.0011874511,3239844,-0.13011406,0.9483999999999998,13373,135.53989854075633,2371.0
0.0,108990.23499131203,0.0,0.0012121691,10.0,0.0065746265,0.0012121691,3249844,-0.09526129,0.9277000000000003,13413,132.46248720624746,2319.25
0.0,109281.34065413475,0.0,0.0013160347,10.0,0.0062860413,0.0013160347,3259844,-0.11226877,0.9241000000000001,13453,131.7244568319915,2310.25
0.0,109564.0738606453,0.0,0.0014455747,10.0,0.00653736,0.0014455747,3269844,-0.14841504,0.9502999999999998,13493,135.7942231735813,2375.75
