Fce,AttC,meankl,EpisodesSoFar,MtR,TimeElapsed,TimestepsSoFar,TtR,entloss,entropy,AttNC,optimgain,surrgain
0.11840000000000003,4.775,0.003552527,1106,16.899382988956997,2628.192682504654,259824,296.0,0.0,1.865682,5.225,0.00022283585,0.00022283585
0.11740000000000003,5.1,0.0018965405,1146,16.716055761039225,2725.8883056640625,269824,293.5,0.0,1.9089334,4.9,5.1037903e-05,5.1037903e-05
0.12260000000000001,5.725,0.008933204,1186,17.514453996887283,2827.5438947677612,279824,306.5,0.0,2.006507,4.275,2.008316e-05,2.008316e-05
0.1265,5.725,0.008933204,1226,17.934617824884214,2922.4539923667908,289824,316.25,0.0,2.1041186,4.275,9.639298e-05,9.639298e-05
0.1347,6.075,0.008933204,1266,19.34983441357606,3021.920652151108,299824,336.75,0.0,2.201688,3.925,5.738098e-05,5.738098e-05
0.1328,5.075,0.008933204,1306,19.323092584702923,3118.343371629715,309824,332.0,0.0,2.2993076,4.925,7.918747e-05,7.918747e-05
0.1305,5.75,0.008933204,1346,18.770447716217152,3218.8809468746185,319824,326.25,0.0,2.396859,4.25,5.0502014e-05,5.0502014e-05
0.13999999999999999,5.75,0.008933196,1386,20.052178534984513,3315.948269367218,329824,350.0,0.0,2.4944813,4.25,1.8933488e-05,1.8933488e-05
0.14520000000000002,5.575,0.008933102,1426,20.825174238264182,3413.172549724579,339824,363.0,0.0,2.592047,4.425,1.8179473e-05,1.8179473e-05
0.14459999999999995,6.0,0.008933204,1466,20.56320829747312,3505.8232111930847,349824,361.5,0.0,2.6896694,4.0,2.0552063e-05,2.0552063e-05
0.14701509872241578,5.926829268292683,0.008933204,1507,21.19563457224165,3605.114784002304,359845,364.8780487804878,0.0,2.7872393,4.073170731707317,1.528473e-05,1.528473e-05
0.1477,6.3,0.008933102,1547,21.254060297857578,3693.4388103485107,369845,369.25,0.0,2.8848488,3.7,1.0086288e-05,1.0086288e-05
0.14370731707317075,6.487804878048781,0.008933416,1588,20.430756524066314,3793.629672050476,379852,359.2682926829268,0.0,2.9824216,3.5121951219512195,8.244095e-06,8.244095e-06
0.15099999999999997,6.725,0.008933196,1628,21.67461475159766,3888.1079981327057,389852,377.5,0.0,3.079999,3.275,1.550621e-05,1.550621e-05
0.16730000000000003,6.05,0.008933204,1668,23.628754316114208,3983.709285259247,399852,418.25,0.0,3.1775894,3.95,1.0079651e-05,1.0079651e-05
0.164,5.925,0.008933102,1708,23.621928412541063,4081.7079651355743,409852,410.0,0.0,3.2751663,4.075,3.652649e-06,3.652649e-06
0.1605,5.925,0.008933196,1748,23.234600815182567,4179.324208974838,419852,401.25,0.0,3.3727968,4.075,3.529663e-06,3.529663e-06
0.15440000000000004,6.575,0.008933204,1788,22.142873264217528,4275.851720571518,429852,386.0,0.0,3.4703724,3.425,1.9723511e-06,1.9723511e-06
0.14863865546218488,7.095238095238095,0.008933102,1830,20.866505240647594,4365.673259973526,439880,368.3333333333333,0.0,3.5679438,2.9047619047619047,3.265381e-07,3.265381e-07
0.14479589216944802,6.975609756097561,0.010174751,1871,20.73660484803016,4471.5947325229645,449899,359.0243902439024,0.0,3.4703724,3.024390243902439,8.708954e-07,8.708954e-07
0.1651,6.025,0.008933196,1911,24.054942894640615,4558.451843261719,459899,412.75,0.0,3.5679438,3.975,4.2929078e-06,4.2929078e-06
0.1594146341463415,6.390243902439025,0.008933102,1952,23.013568546200627,4663.958226919174,469914,398.5365853658537,0.0,3.6655319,3.6097560975609757,1.50177e-06,1.50177e-06
0.16747899159663865,6.333333333333333,0.008933196,1994,23.166174893009295,4756.822028160095,479948,402.3809523809524,0.0,3.7631638,3.6666666666666665,2.0961e-06,2.0961e-06
0.1547791098249966,6.682926829268292,0.008933067,2035,22.047181503073027,4854.500469207764,489880,384.6341463414634,0.0,3.8607576,3.317073170731707,4.5894623e-07,4.5894623e-07
0.1678,6.4,0.008933102,2075,23.996401839934798,4949.58811879158,499880,419.5,0.0,3.9583125,3.6,5.59082e-07,5.59082e-07
0.16139837398373982,6.536585365853658,0.008933067,2116,22.708173082864555,5050.140793323517,509895,395.8536585365854,0.0,4.0559077,3.4634146341463414,1.0055542e-07,1.0055542e-07
0.164,5.976190476190476,0.008933196,2158,22.548355820933722,5141.911351919174,519909,386.6666666666667,0.0,4.153506,4.023809523809524,7.4646e-07,7.4646e-07
0.1580588730025231,6.536585365853658,0.008933196,2199,22.69839919803906,5240.0678544044495,529996,388.2926829268293,0.0,4.251048,3.4634146341463414,3.0303954e-07,3.0303954e-07
0.1631037037037037,7.05,0.010174751,2239,22.771542865189783,5337.816162109375,539773,399.5,0.0,4.153506,2.95,4.699707e-07,4.699707e-07
0.152262156448203,6.674418604651163,0.008933077,2282,21.406722033120406,5434.790182590485,549836,374.8837209302326,0.0,4.251048,3.3255813953488373,5.437469e-07,5.437469e-07
0.16589999999999996,6.475,0.008933102,2322,23.852836021075014,5533.304014921188,559836,414.75,0.0,4.3486476,3.525,7.295227e-07,7.295227e-07
0.1554,7.05,0.008933204,2362,22.274871527358215,5630.191139698029,569836,388.5,0.0,4.4462843,2.95,2.494812e-07,2.494812e-07
0.16519999999999999,6.35,0.010174744,2402,24.062016368149862,5730.275050878525,579836,413.0,0.0,4.3486476,3.65,3.8360596e-07,3.8360596e-07
0.15291841883936083,6.609756097560975,0.008933077,2443,21.897089569781247,5827.8640468120575,589981,380.0,0.0,4.4462843,3.3902439024390243,1.0848999e-07,1.0848999e-07
0.17425303095136213,6.146341463414634,0.010161885,2484,24.40309185310305,5921.470477581024,599813,424.6341463414634,0.0,4.348702,3.8536585365853657,7.034302e-08,7.034302e-08
0.17016704859622406,6.318181818181818,0.008933204,2528,23.75387119566732,6017.6478435993195,609917,405.0,0.0,4.446303,3.6818181818181817,1.6998291e-07,1.6998291e-07
0.1625,6.9,0.008929117,2568,23.408432231512418,6113.034560680389,619917,406.25,0.0,4.5439277,3.1,2.1362305e-09,2.1362305e-09
0.1625111346765642,6.878048780487805,0.010174871,2609,23.17249624768387,6209.344944477081,629940,401.4634146341463,0.0,4.4462895,3.1219512195121952,1.864624e-07,1.864624e-07
0.16390000000000007,6.65,0.008933102,2649,23.645431714159734,6305.534415006638,639940,409.75,0.0,4.5439277,3.35,3.2699586e-07,3.2699586e-07
0.1691,6.5,0.008932931,2689,24.353017358392556,6402.85256934166,649940,422.75,0.0,4.641426,3.5,6.2561035e-08,6.2561035e-08
0.16992953929539292,6.0,0.008923496,2730,23.898215869989013,6495.447245597839,659949,418.2926829268293,0.0,4.7390137,4.0,1.2359619e-08,1.2359619e-08
0.14383751516661497,7.069767441860465,0.010173798,2773,20.071232359788915,6589.010582685471,669857,344.8837209302326,0.0,4.6414094,2.9302325581395348,5.4016112e-08,5.4016112e-08
