meankl,EpisodesSoFar,TtR,optimgain,MpbtN,MtR,Tmc,Tbt,AttC,TimeElapsed,Tmt,entloss,surrgain,Ptt,entropy,AttNC,TimestepsSoFar,MpbtA
0.009120757,16543,-136.09375,0.0010936877,24.360776329316934,-9.946753862161835,49.390625,228608.0,2.234375,40113.859906196594,55.8125,0.0,0.0010936877,54.443789929814244,0.20975512,7.765625,2349874,75.63922367068304
0.008245681,16607,-143.4375,0.0010954501,25.211872422738317,-10.168038701498629,48.25,233280.0,4.328125,40273.20938920975,56.953125,0.0,0.0010954501,55.520877514711295,0.20917651,5.671875,2359931,74.78812757726169
0.008953239,16670,-156.5079365079365,0.0010387341,26.57870043372786,-10.779071999704318,46.301587301587304,240818.79365079364,6.285714285714286,40424.33536553383,58.79365079365079,0.0,0.0010387341,57.310833053250875,0.1679104,3.7142857142857144,2369941,73.42129956627213
0.0082113575,16734,-144.53125,0.0009385419,25.602102331881404,-10.144608569869863,48.40625,232256.0,4.671875,40580.799681425095,56.703125,0.0,0.0009385419,55.329874356653,0.16455369,5.328125,2379901,74.3978976681186
0.010151613,16798,-150.78125,0.001030746,26.648107406957507,-10.599665315199253,48.546875,231808.0,4.0625,40739.296823978424,56.59375,0.0,0.001030746,55.210228294180595,0.18529652,5.9375,2389860,73.35189259304249
0.010368105,16864,-151.36363636363637,0.0015502056,26.376377265174067,-10.853858641426271,47.59090909090909,235457.9393939394,3.0454545454545454,40901.679648160934,57.484848484848484,0.0,0.0015502056,56.08529978188605,0.20036145,6.954545454545454,2399978,73.62362273482591
0.010546228,16928,-148.59375,0.001433418,26.19598275440595,-10.508708273436463,48.3125,232640.0,3.765625,41060.39880371094,56.796875,0.0,0.001433418,55.41707612858613,0.20947632,6.234375,2409977,73.80401724559405
0.008369007,16988,-197.5,0.001873783,31.549594217539116,-12.924973022299362,42.6,255522.13333333333,7.216666666666667,41208.318761110306,62.38333333333333,0.0,0.001873783,60.749923665626746,0.18326752,2.783333333333333,2419983,68.45040578246089
0.008735449,17049,-183.11475409836066,0.0010357257,30.548670335735487,-12.232869307383844,45.295081967213115,244685.6393442623,6.065573770491803,41358.77772426605,59.73770491803279,0.0,0.0010357257,58.23222498846794,0.18444511,3.9344262295081966,2429995,69.45132966426449
0.00940271,17108,-206.27118644067798,0.0014960986,33.531446312277865,-13.504936405951259,43.54237288135593,251799.86440677967,6.762711864406779,41509.345262527466,61.47457627118644,0.0,0.0014960986,59.87792874003366,0.18976668,3.23728813559322,2439990,66.46855368772215
0.008197212,17164,-215.0,0.0012614148,34.63669481298914,-13.973852195934564,42.92857142857143,254244.57142857142,6.517857142857143,41656.2732064724,62.07142857142857,0.0,0.0012614148,60.44901942357698,0.14486746,3.482142857142857,2449839,65.36330518701085
0.008811419,17223,-186.10169491525423,0.0024252853,30.15715504949431,-12.427613754387162,43.30508474576271,252771.7966101695,4.796610169491525,41804.98315382004,61.71186440677966,0.0,0.0024252853,60.101583211406485,0.16085763,5.203389830508475,2459875,69.84284495050568
0.0110092405,17285,-169.19354838709677,0.0018663469,28.86104745662019,-11.801009386507893,46.61290322580645,239417.8064516129,4.112903225806452,41962.82980442047,58.45161290322581,0.0,0.0018663469,57.00417572008645,0.18945345,5.887096774193548,2469916,71.13895254337983
0.0081654275,17348,-164.44444444444446,0.0016406234,27.818268151548107,-11.318655591889284,45.79365079365079,242704.25396825396,4.746031746031746,42117.59579658508,59.25396825396825,0.0,0.0016406234,57.76847218353779,0.17253622,5.253968253968254,2479958,72.18173184845185
0.0095599685,17411,-153.8095238095238,0.0011532941,26.766312567723297,-10.62113111634122,47.38095238095238,236202.66666666666,5.571428571428571,42273.809012413025,57.666666666666664,0.0,0.0011532941,56.27022684413549,0.17617406,4.428571428571429,2489867,73.23368743227668
