AttC,EpisodesSoFar,Ptt,optimgain,TimeElapsed,MtR,AttNC,surrgain,TtR,TimestepsSoFar,entloss,MpbtN,MpbtA,Tbt,entropy,meankl,Tmc,Tmt
1.8888888888888888,7979,74.25995853643741,0.004423783,22614.14866566658,-26.894948978833987,1.1111111111111112,0.004423783,-132.73333333333332,1279841,0.0,58.02113097707862,41.97886902292137,311842.13333333336,0.3112665,0.0049582375,27.866666666666667,76.13333333333334
1.7391304347826086,8025,73.6609484802458,0.0039599915,22751.594985961914,-26.142307172640745,1.2608695652173914,0.0039599915,-128.2826086956522,1289992,0.0,56.54383413406385,43.45616586593616,309337.04347826086,0.30619115,0.0042320853,28.52173913043478,75.52173913043478
1.7272727272727273,8069,74.42011073332992,0.005333075,22886.919801950455,-25.700029951620095,1.2727272727272727,0.005333075,-126.54545454545455,1299850,0.0,55.244333100406635,44.75566689959335,312599.2727272727,0.29601654,0.0055667604,27.704545454545453,76.31818181818181
1.288888888888889,8114,74.06047851386457,0.00490365,23028.172265291214,-25.81284437903256,1.711111111111111,0.00490365,-125.26666666666667,1309786,0.0,54.909362170455104,45.0906378295449,311022.93333333335,0.29509437,0.005085459,28.08888888888889,75.93333333333334
1.3111111111111111,8159,73.32514822474333,0.004929655,23165.575582265854,-25.20024780288827,1.6888888888888889,0.004929655,-124.13333333333334,1319901,0.0,55.02392635950303,44.97607364049697,307746.13333333336,0.31739563,0.006151596,28.866666666666667,75.13333333333334
1.8958333333333333,8207,74.67208600421006,0.004263249,23313.440652132034,-27.906280197193396,1.1041666666666667,0.004263249,-137.125,1329777,0.0,59.35829553334823,40.64170446665176,313770.6666666667,0.29810297,0.005843395,27.4375,76.60416666666667
1.511111111111111,8252,74.1549535420832,0.0080465255,23447.18289375305,-26.693653474625076,1.488888888888889,0.0080465255,-132.86666666666667,1339833,0.0,58.135685951097315,41.86431404890267,311569.06666666665,0.32022455,0.006595404,28.0,76.06666666666666
1.872340425531915,8299,74.78086222102776,0.0051284106,23592.184741973877,-27.219348773400675,1.127659574468085,0.0051284106,-135.70212765957447,1349920,0.0,58.821125550947116,41.17887444905289,314259.06382978725,0.29366934,0.006473755,27.319148936170212,76.72340425531915
1.5777777777777777,8344,74.28776141946008,0.005563459,23732.72871017456,-26.15662742394254,1.4222222222222223,0.005563459,-126.2,1359875,0.0,55.11316865445342,44.8868313455466,312024.1777777778,0.27492884,0.006374133,27.844444444444445,76.17777777777778
1.2444444444444445,8389,73.65864778031703,0.0045878417,23869.40439248085,-25.76061248471812,1.7555555555555555,0.0045878417,-122.73333333333333,1369856,0.0,54.0653547990764,45.93464520092361,309384.5333333333,0.27176738,0.0056207236,28.533333333333335,75.53333333333333
1.7391304347826086,8435,74.5836352192245,0.0046204,24006.7135720253,-26.885536835133713,1.2608695652173914,0.0046204,-128.67391304347825,1379922,0.0,56.047129542901914,43.952870457098086,313254.95652173914,0.27330753,0.005276945,27.52173913043478,76.47826086956522
1.288888888888889,8480,75.4654491117893,0.0041929586,24146.5037753582,-27.15361889174359,1.711111111111111,0.0041929586,-131.93333333333334,1389891,0.0,56.75695742761118,43.2430425723888,317121.4222222222,0.26021168,0.005556426,26.57777777777778,77.42222222222222
1.4090909090909092,8524,74.24277592314722,0.005634185,24286.944905996323,-26.31958771776276,1.5909090909090908,0.005634185,-125.6590909090909,1399813,0.0,54.95971317723723,45.04028682276277,311761.45454545453,0.29654005,0.005655619,27.886363636363637,76.11363636363636
1.7608695652173914,8570,73.91920240414215,0.0042811623,24425.82254600525,-26.975459331222044,1.2391304347826086,0.0042811623,-133.3695652173913,1409943,0.0,58.67097234838344,41.32902765161656,310405.5652173913,0.30354616,0.005220713,28.23913043478261,75.78260869565217
1.6888888888888889,8615,74.22637073885097,0.004981263,24562.698500156403,-26.457469606394948,1.3111111111111111,0.004981263,-128.2,1419909,0.0,56.07014264262039,43.92985735737961,311751.1111111111,0.2798147,0.004995159,27.91111111111111,76.11111111111111
1.3333333333333333,8660,74.6213604152671,0.005018687,24696.80838751793,-25.546204415905358,1.6666666666666667,0.005018687,-123.46666666666667,1429884,0.0,53.744031929386196,46.255968070613804,313480.5333333333,0.2888576,0.0049051484,27.488888888888887,76.53333333333333
1.8695652173913044,8706,74.75882053778685,0.0044074785,24833.94036436081,-26.703593733838677,1.1304347826086956,0.0044074785,-132.97826086956522,1439881,0.0,57.83976506099091,42.160234939009094,314145.39130434784,0.31214112,0.0067677163,27.347826086956523,76.69565217391305
1.173913043478261,8752,74.8473569090871,0.0048057507,24969.879658460617,-26.26356038278205,1.826086956521739,0.0048057507,-127.3695652173913,1449990,0.0,55.32136539717566,44.67863460282436,314412.52173913043,0.2933992,0.005508564,27.23913043478261,76.76086956521739
1.673913043478261,8798,74.67088202308116,0.0042275107,25108.09926891327,-26.87129391720411,1.326086956521739,0.0042275107,-132.0,1459783,0.0,57.38888535497401,42.61111464502601,313700.17391304346,0.291048,0.0045371377,27.434782608695652,76.58695652173913
1.0666666666666667,8843,73.85221366467445,0.004552466,25245.252252817154,-26.18282456228752,1.9333333333333333,0.004552466,-126.6,1469819,0.0,55.67586246775741,44.32413753224258,310112.7111111111,0.2955419,0.0043743327,28.31111111111111,75.71111111111111
1.5,8889,74.00016833804507,0.0040789274,25382.853895902634,-27.3121987078828,1.5,0.0040789274,-134.47826086956522,1479963,0.0,59.00874973405571,40.9912502659443,310761.73913043475,0.31057495,0.0039517325,28.152173913043477,75.8695652173913
