entloss,meankl,TimestepsSoFar,entropy,TimeElapsed,Fce,EpisodesSoFar,TtR,AttC,AttNC,optimgain,MtR,surrgain
0.0,0.008933102,3789793,0.76204485,104720.25771284103,0.9630476190476189,15537,2348.809523809524,0.47619047619047616,9.523809523809524,0.00025420697,134.21105788422847,0.00025420697
0.0,0.008933204,3799890,0.8596249,104918.42761325836,0.9190782140536522,15582,2200.0,1.1111111111111112,8.88888888888889,0.0003209539,125.9717739326619,0.0003209539
0.0,0.008933204,3809965,0.95721835,105122.93903660774,0.9259018087855294,15625,2264.8837209302324,0.6976744186046512,9.30232558139535,4.4998855e-05,129.66743708597622,4.4998855e-05
0.0,0.01017476,3819759,0.8596249,105333.00290203094,0.8728072707832131,15668,2150.4651162790697,0.9534883720930233,9.046511627906977,0.00043483629,123.1459319666481,0.00043483629
0.0,0.008933204,3829848,0.95721835,105533.20439267159,0.8877120306106535,15713,2156.222222222222,1.1111111111111112,8.88888888888889,0.00040563717,123.3965172936484,0.00040563717
0.0,0.01017476,3839898,0.8596249,105732.00436854362,0.8682510822510822,15757,2129.318181818182,0.9772727272727273,9.022727272727273,0.00033708123,121.72254618708872,0.00033708123
0.0,0.010174781,3849908,0.7620449,105939.69664239883,0.9245850340136056,15799,2286.6666666666665,0.5476190476190477,9.452380952380953,0.00028105133,130.88777059350306,0.00028105133
0.0,0.01017476,3859923,0.6644573,106143.83341813087,0.9308217054263564,15842,2285.1162790697676,0.6976744186046512,9.30232558139535,0.00027033643,130.58986495872128,0.00027033643
0.0,0.008933204,3869937,0.76204485,106348.04092121124,0.9649494949494947,15884,2366.904761904762,0.47619047619047616,9.523809523809524,0.0005302479,135.37579910609549,0.0005302479
0.0,0.008933416,3879958,0.8596249,106541.08490085602,0.9648315911730545,15925,2398.7804878048782,0.24390243902439024,9.75609756097561,0.00034222825,137.09642961582085,0.00034222825
0.0,0.01017476,3889986,0.7620449,106744.2347714901,0.9318302277432712,15967,2303.809523809524,0.47619047619047616,9.523809523809524,0.00024650389,131.75971450679253,0.00024650389
0.0,0.010174871,3899898,0.6644573,106940.37809848785,0.9124469065638212,16010,2235.5813953488373,0.9302325581395349,9.069767441860465,0.00041045013,128.13812505927265,0.00041045013
0.0,0.010174863,3909898,0.566864,107133.87612271309,0.9917000000000001,16050,2479.25,0.0,10.0,0.00027138385,141.64554310634975,0.00027138385
0.0,0.010174863,3919898,0.46927086,107326.26949357986,0.9952999999999997,16090,2488.25,0.05,9.95,0.00021219841,142.18668890426665,0.00021219841
0.0,0.01017476,3929898,0.37168434,107531.44072890282,0.9985000000000002,16130,2496.25,0.0,10.0,0.00027249713,142.67250093308294,0.00027249713
0.0,0.008933204,3939898,0.46927094,107733.18073678017,0.9998999999999999,16170,2499.75,0.0,10.0,0.00017025688,142.85906336233657,0.00017025688
0.0,0.010174863,3949898,0.37168437,107944.58506202698,0.9994,16210,2498.5,0.0,10.0,0.00014918421,142.79934345131636,0.00014918421
0.0,0.010174863,3959898,0.27409366,108149.34239697456,0.9997,16250,2499.25,0.0,10.0,0.00031093365,142.82407060916609,0.00031093365
0.0,0.008933204,3969898,0.3716845,108347.04500079155,0.9998000000000001,16290,2499.5,0.0,10.0,0.00034035766,142.84618660723132,0.00034035766
0.0,0.008933204,3979898,0.469271,108546.80242395401,0.9999,16330,2499.75,0.0,10.0,0.0009589014,142.8638017906022,0.0009589014
0.0,0.008933204,3989898,0.5668641,108759.45953774452,0.9988000000000001,16370,2497.0,0.0,10.0,0.0002825157,142.7083583798514,0.0002825157
0.0,0.008933204,3999922,0.6644573,108965.84115433693,0.961423558897243,16412,2374.5238095238096,0.47619047619047616,9.523809523809524,9.264206e-05,135.74932795396154,9.264206e-05
0.0,0.010174781,4009927,0.5668641,109181.99016427994,0.9686829268292685,16453,2421.7073170731705,0.24390243902439024,9.75609756097561,0.00025074388,138.4275696023248,0.00025074388
0.0,0.010174871,4019852,0.469271,109387.1562409401,0.9860142857142857,16493,2454.0,0.275,9.725,0.00024830014,140.63280850809042,0.00024830014
0.0,0.008933102,4029852,0.566864,109594.8423974514,0.9981,16533,2495.25,0.0,10.0,0.00035696366,142.6279963039754,0.00035696366
0.0,0.008933204,4039852,0.6644573,109798.00421953201,0.9973000000000001,16573,2493.25,0.0,10.0,6.7699907e-06,142.49214832043495,6.7699907e-06
0.0,0.008933196,4049863,0.7620449,109998.04026889801,0.9752372505543234,16614,2422.1951219512193,0.2682926829268293,9.731707317073171,0.00016844005,138.41979136847678,0.00016844005
0.0,0.010174863,4059866,0.6644573,110201.09444022179,0.969983739837398,16655,2404.878048780488,0.24390243902439024,9.75609756097561,0.00044523078,137.53187744391374,0.00044523078
0.0,0.008933196,4069884,0.7620449,110412.83727884293,0.9593968253968251,16697,2360.2380952380954,0.47619047619047616,9.523809523809524,0.00062413316,134.91014011310548,0.00062413316
0.0,0.010174863,4079936,0.6644573,110612.24466848373,0.9175316390148925,16741,2239.318181818182,0.9090909090909091,9.090909090909092,0.0002639089,128.1745577961196,0.0002639089
0.0,0.008933204,4089936,0.7620449,110821.3118391037,0.9904999999999999,16781,2476.25,0.0,10.0,0.0004982795,141.46993184590661,0.0004982795
0.0,0.010174781,4099964,0.6644573,111024.45663666725,0.95040768588137,16823,2339.5238095238096,0.5476190476190477,9.452380952380953,0.0002394656,133.88254736128653,0.0002394656
0.0,0.008933204,4109964,0.7620449,111234.12661242485,0.9912000000000003,16863,2478.0,0.0,10.0,0.00022786236,141.5437184767815,0.00022786236
0.0,0.010174863,4119980,0.6644573,111432.58455634117,0.9461209372637941,16905,2344.285714285714,0.47619047619047616,9.523809523809524,0.0002662021,134.11117982007377,0.0002662021
0.0,0.008933196,4129997,0.7620449,111632.13534164429,0.9785308464849355,16946,2422.9268292682927,0.24390243902439024,9.75609756097561,0.000108755914,138.5983063281157,0.000108755914
0.0,0.008933102,4140000,0.8596249,111836.08192944527,0.9628617886178864,16987,2387.0731707317073,0.2682926829268293,9.731707317073171,7.409713e-05,136.39891227971057,7.409713e-05
0.0,0.008933204,4149915,0.9572186,112070.51548886299,0.8954284754522631,17031,2167.0454545454545,1.1363636363636365,8.863636363636363,0.00024636285,124.30295767756584,0.00024636285
0.0,0.010174781,4159791,0.8596249,112277.19991397858,0.8511588621497116,17076,2071.5555555555557,1.3333333333333333,8.666666666666666,0.00024005241,118.66484668624051,0.00024005241
0.0,0.01017476,4169828,0.7620449,112482.16963076591,0.9210546662639687,17119,2255.813953488372,0.6976744186046512,9.30232558139535,0.00011082223,128.94240493871,0.00011082223
0.0,0.008933204,4179828,0.8596249,112687.50370788574,0.9764999999999999,17159,2441.25,0.025,9.975,0.0001294246,139.49748021317498,0.0001294246
0.0,0.010174751,4189905,0.76204485,112896.9016468525,0.885666706278471,17204,2154.4444444444443,1.1777777777777778,8.822222222222223,6.130983e-05,123.33707793633684,6.130983e-05
0.0,0.010174863,4199930,0.6644573,113095.48479557037,0.9313790395650862,17247,2289.0697674418607,0.6976744186046512,9.30232558139535,0.00028916716,130.86650657566116,0.00028916716
0.0,0.008933196,4209933,0.76204485,113299.23590064049,0.9753495934959349,17288,2418.2926829268295,0.24390243902439024,9.75609756097561,0.00024390774,138.21534262690525,0.00024390774
0.0,0.008933204,4219938,0.8596249,113500.68923306465,0.9586341463414635,17329,2396.5853658536585,0.24390243902439024,9.75609756097561,0.00056591205,137.04494806593138,0.00056591205
0.0,0.010174863,4229941,0.7620449,113707.3339881897,0.9552520325203253,17370,2368.048780487805,0.24390243902439024,9.75609756097561,0.00048174246,135.5063798160239,0.00048174246
0.0,0.010174863,4239996,0.6644573,113913.4849793911,0.932629602778846,17413,2289.5348837209303,0.7209302325581395,9.279069767441861,9.392819e-06,130.97710764771253,9.392819e-06
0.0,0.010174863,4249999,0.566864,114125.52336621284,0.9773008130081302,17454,2423.170731707317,0.24390243902439024,9.75609756097561,0.00028421613,138.50837364775606,0.00028421613
0.0,0.008933204,4259756,0.6644573,114330.82480335236,0.9746714285714286,17494,2428.0,0.25,9.75,0.0005251186,138.751741524768,0.0005251186
0.0,0.010174751,4269768,0.566864,114532.01591873169,0.9527936507936506,17536,2362.8571428571427,0.5,9.5,9.453621e-05,135.06053037309582,9.453621e-05
0.0,0.008933204,4279771,0.6644573,114735.06086087227,0.9772032520325203,17577,2422.9268292682927,0.3170731707317073,9.682926829268293,0.00014978819,138.4587177716676,0.00014978819
0.0,0.008933204,4289774,0.76204485,114947.24651288986,0.9815284552845528,17618,2413.6585365853657,0.2682926829268293,9.731707317073171,0.00040627347,137.92463784524583,0.00040627347
0.0,0.010174781,4299904,0.6644573,115147.00864267349,0.9256370108406723,17662,2249.7727272727275,0.9545454545454546,9.045454545454545,0.0004491516,128.94067484561342,0.0004491516
0.0,0.008933204,4309904,0.76204485,115350.5041372776,0.9923,17702,2480.75,0.0,10.0,0.00020081105,141.72172050788203,0.00020081105
0.0,0.010174781,4319962,0.6644573,115559.74424529076,0.8933319530710836,17748,2126.521739130435,1.3695652173913044,8.630434782608695,0.00012795013,121.76081125430848,0.00012795013
