TimestepsSoFar,MpbtN,Tmc,entropy,Tbt,AttC,TtR,MtR,EpisodesSoFar,AttNC,Tmt,entloss,meankl,MpbtA,Ptt,TimeElapsed,optimgain,surrgain
9987,97.51648188260519,29.713286713286713,0.68513125,304486.04195804195,10.0,-724.8251748251748,-66.7712907494315,572,0.0,74.33741258741259,0.0,0.008042678,2.483518117394815,72.54075946388262,1428.682327747345,0.00229469,0.00229469
19985,96.77369430688056,30.448275862068964,0.6640856,301500.4949290061,10.0,-712.2515212981745,-64.71507368164957,1065,0.0,73.60851926977688,0.0,0.0077497866,3.2263056931193734,71.85400083094015,2667.910331726074,0.0017947183,0.0017947183
29991,95.49341103673116,31.684085510688835,0.62237823,296867.57244655583,10.0,-692.0902612826603,-61.809836591750155,1486,0.0,72.47743467933492,0.0,0.009836065,4.506588963268836,70.72857633001738,3725.006237745285,0.0051338575,0.0051338575
39989,92.56685953992947,32.28658536585366,0.5705743,294699.7073170732,10.0,-665.8536585365854,-57.591423311140694,1814,0.0,71.94817073170732,0.0,0.009046499,7.433140460070468,70.18687594746082,4523.009561777115,0.0048442837,0.0048442837
50000,86.34504607051457,33.02843601895734,0.5160042,292019.56398104265,10.0,-615.260663507109,-49.45430970729596,2025,0.0,71.29383886255924,0.0,0.009499422,13.654953929485387,69.51956539349402,5068.35884308815,0.0052625355,0.0052625355
59889,62.6009569198893,35.46987951807229,0.47979608,283166.843373494,9.855421686746988,-434.09638554216866,-28.158431657825943,2108,0.14457831325301204,69.13253012048193,0.0,0.0055562584,37.39904308011072,67.32176471919945,5356.997232913971,0.0021486538,0.0021486538
69896,32.28367194399405,40.6551724137931,0.31781676,263203.3103448276,4.637931034482759,-209.13793103448276,-14.00424525558804,2166,5.362068965517241,64.25862068965517,0.0,0.0040858053,67.71632805600595,62.55537242996742,5623.326512098312,0.0017517401,0.0017517401
79930,31.577067971307784,40.983050847457626,0.36483085,262144.0,4.101694915254237,-201.6949152542373,-14.349031822722097,2225,5.898305084745763,64.0,0.0,0.0073322468,68.4229320286922,62.271557030401944,5888.968874454498,0.0023027142,0.0023027142
89933,33.13532315155992,41.30508474576271,0.36871293,260894.37288135593,8.694915254237289,-211.864406779661,-13.62194659908196,2284,1.305084745762712,63.69491525423729,0.0,0.0073019727,66.86467684844008,61.97395934183894,6134.902758598328,0.002176864,0.002176864
99868,29.228715399012938,42.083333333333336,0.3715218,257501.86666666667,4.65,-183.33333333333334,-12.921320389062716,2344,5.35,62.86666666666667,0.0,0.0047684675,70.77128460098706,61.22773844149443,6392.373410224915,0.0015166696,0.0015166696
109935,28.664595838576993,42.77049180327869,0.35384828,254892.0655737705,7.688524590163935,-178.85245901639345,-11.957865243823502,2405,2.3114754098360657,62.22950819672131,0.0,0.0031364253,71.33540416142301,60.5957088572356,6660.123776912689,0.0013061233,0.0013061233
119958,27.245352522392338,42.622950819672134,0.33127332,255563.54098360657,6.786885245901639,-170.1639344262295,-12.13978804341102,2466,3.2131147540983607,62.39344262295082,0.0,0.0046891915,72.75464747760765,60.74466759334563,6933.76175904274,0.0015604568,0.0015604568
