entropy,TimestepsSoFar,TimeElapsed,AttC,meankl,TtR,MtR,AttNC,Tmt,entloss,Tmc,Tbt,Ptt,surrgain,MpbtN,MpbtA,EpisodesSoFar,optimgain
0.20673572,1059821,20107.860785722733,0.40540540540540543,0.0041314857,-66.56756756756756,-36.49660216507904,0.5945945945945946,82.29729729729729,0.0,21.64864864864865,337089.7297297297,80.04513051117972,0.005208747,80.91119028474651,19.08880971525349,7436,0.005208747
0.21590935,1069972,20217.429049015045,0.18421052631578946,0.0037739174,-68.10526315789474,-37.786451977061475,0.8157894736842105,82.34210526315789,0.0,21.63157894736842,337273.2631578947,80.065974282623,0.0040278565,82.69375434174437,17.30624565825564,7474,0.0040278565
0.21828696,1079842,20328.289745807648,0.2631578947368421,0.0038010632,-67.28947368421052,-38.385108307978456,0.7368421052631579,82.15789473684211,0.0,21.842105263157894,336518.7368421053,79.87465741606893,0.0042074746,81.914539575564,18.085460424436004,7512,0.0042074746
0.2143814,1089800,20436.774431467056,0.16216216216216217,0.0039136047,-67.94594594594595,-37.80172048298386,0.8378378378378378,82.21621621621621,0.0,21.675675675675677,336757.6216216216,80.01155529092352,0.004127887,82.61498688050237,17.385013119497632,7549,0.004127887
0.20799427,1099847,20545.418422698975,0.34210526315789475,0.005207383,-67.15789473684211,-36.97594565847307,0.6578947368421053,81.78947368421052,0.0,22.210526315789473,335009.6842105263,79.53033299386543,0.0055198767,82.07281933070117,17.92718066929886,7587,0.0055198767
0.20048565,1109790,20658.167226791382,0.10526315789473684,0.00507724,-68.55263157894737,-39.1593502355785,0.8947368421052632,82.55263157894737,0.0,21.342105263157894,338135.5789473684,80.32181038411197,0.004326953,82.97200741265893,17.027992587341053,7625,0.004326953
0.24991962,1119712,20766.1747610569,0.10810810810810811,0.0073119784,-68.51351351351352,-38.87766398855644,0.8918918918918919,82.54054054054055,0.0,21.405405405405407,338086.0540540541,80.27224704822345,0.0077080345,83.003689097087,16.996310902912974,7662,0.0077080345
0.22537974,1129754,20876.21238207817,0.23684210526315788,0.0042453846,-67.26315789473684,-37.81123334109531,0.7631578947368421,82.23684210526316,0.0,21.710526315789473,336842.1052631579,79.98721477516442,0.004126704,81.80305420224819,18.196945797751813,7700,0.004126704
0.22147815,1139988,20983.259050130844,0.225,0.0037381516,-68.075,-38.83026423262472,0.775,82.625,0.0,21.3,338432.0,80.36754318511805,0.004793529,82.38595230086885,17.61404769913115,7740,0.004793529
0.24015474,1149759,21094.897384405136,0.39473684210526316,0.0061763856,-67.94736842105263,-38.871564747557656,0.6052631578947368,82.28947368421052,0.0,21.657894736842106,337057.6842105263,80.03787800938875,0.008269776,82.52703126117632,17.472968738823674,7778,0.008269776
0.20729102,1159999,21212.01180791855,0.6097560975609756,0.0044338466,-68.29268292682927,-38.38063867739938,0.3902439024390244,82.46341463414635,0.0,21.48780487804878,337770.14634146343,80.19531083645292,0.0056413384,82.80376670325198,17.196233296748023,7819,0.0056413384
0.23525335,1169899,21321.612447738647,0.42105263157894735,0.0065253847,-68.44736842105263,-38.118861894248276,0.5789473684210527,82.02631578947368,0.0,21.92105263157895,335979.7894736842,79.79156396004717,0.008421045,83.42879328681666,16.571206713183336,7857,0.008421045
0.21454145,1179846,21432.987931728363,0.28205128205128205,0.006272755,-66.64102564102564,-37.42970638038106,0.717948717948718,81.87179487179488,0.0,22.05128205128205,335346.8717948718,79.66821854559332,0.0069898604,81.45550416495732,18.544495835042675,7896,0.0069898604
0.22821845,1189846,21542.48729109764,0.32432432432432434,0.0030669896,-66.78378378378379,-36.96124866875652,0.6756756756756757,81.56756756756756,0.0,22.43243243243243,334100.75675675675,79.32434849645634,0.0040710326,81.87291675105283,18.12708324894717,7933,0.0040710326
0.22557105,1199831,21655.39169740677,0.46153846153846156,0.005559736,-66.84615384615384,-37.26982331556342,0.5384615384615384,82.2051282051282,0.0,21.794871794871796,336712.2051282051,79.91921433173,0.0062809563,81.32872388621979,18.67127611378021,7972,0.0062809563
0.23397613,1209769,21763.62509584427,0.2702702702702703,0.004301171,-66.24324324324324,-36.88831802765612,0.7297297297297297,81.86486486486487,0.0,22.08108108108108,335318.4864864865,79.64277669722004,0.0057493104,80.90051003609037,19.09948996390963,8009,0.0057493104
0.21851298,1219764,21873.934480905533,0.23076923076923078,0.004774523,-67.74358974358974,-39.03149827186932,0.7692307692307693,83.05128205128206,0.0,20.897435897435898,340178.0512820513,80.74427434967014,0.0055237357,81.55704426843864,18.442955731561334,8048,0.0055237357
0.24265642,1229796,21982.54948925972,0.10526315789473684,0.0054360526,-67.21052631578948,-37.424921825575616,0.8947368421052632,81.52631578947368,0.0,22.44736842105263,333931.7894736842,79.3083802746423,0.00720206,82.41325607181302,17.586743928187,8086,0.00720206
0.22762844,1239927,22093.984807252884,0.3157894736842105,0.0038506195,-65.47368421052632,-36.820023808714346,0.6842105263157895,81.34210526315789,0.0,22.657894736842106,333177.2631578947,79.11431479218554,0.005988379,80.44240798399089,19.557592016009107,8124,0.005988379
0.21807376,1249771,22201.600646734238,0.13513513513513514,0.004038153,-66.1891891891892,-37.38883128226129,0.8648648648648649,82.0,0.0,21.972972972972972,335872.0,79.74741041476796,0.0044341655,80.70246715670392,19.297532843296075,8161,0.0044341655
