MpbtN,MpbtA,Tmc,EpisodesSoFar,surrgain,MtR,TtR,Ptt,Tbt,entropy,TimestepsSoFar,AttC,AttNC,optimgain,TimeElapsed,meankl,Tmt,entloss
25.595983676970466,74.40401632302951,47.921875,25378,0.00097208313,-10.478788572989016,-146.25,55.79567803905523,234304.0,0.17969091,3769847,3.453125,6.546875,0.00097208313,60906.50294351578,0.008274346,57.203125,0.0
24.38357741281746,75.61642258718254,47.15384615384615,25443,0.0016849048,-10.13785815999908,-140.92307692307693,56.505667533382486,237315.93846153846,0.20411626,3779946,1.9538461538461538,8.046153846153846,0.0016849048,61071.87454509735,0.009726614,57.93846153846154,0.0
26.226698387210128,73.77330161278987,47.59375,25507,0.0015716623,-10.797858891653648,-150.15625,56.076940278237196,235392.0,0.23090912,3789905,2.46875,7.53125,0.0015716623,61235.298523426056,0.008324675,57.46875,0.0
29.0374403095026,70.96255969049741,46.22950819672131,25568,0.0015609192,-11.51108178388392,-172.13114754098362,57.36348941668829,240992.52459016393,0.23319738,3799928,4.901639344262295,5.098360655737705,0.0015609192,61384.288670778275,0.009414582,58.83606557377049,0.0
24.360736177690416,75.63926382230957,48.09230769230769,25633,0.0016390473,-9.969710137646729,-138.76923076923077,55.639395003413426,233661.04615384617,0.2079914,3809897,3.0615384615384613,6.938461538461539,0.0016390473,61541.55007815361,0.010394799,57.04615384615385,0.0
25.167384239732687,74.83261576026732,47.4,25698,0.0020882385,-10.437737954476278,-144.76923076923077,56.294863382778125,236496.73846153845,0.23543087,3819853,2.4615384615384617,7.538461538461538,0.0020882385,61699.95016312599,0.010968908,57.738461538461536,0.0
22.94563922998064,77.05436077001937,49.984848484848484,25764,0.0016949627,-9.12384497733066,-126.36363636363636,53.91318464465531,226459.15151515152,0.24434477,3829980,4.151515151515151,5.848484848484849,0.0016949627,61857.90047454834,0.007995038,55.28787878787879,0.0
25.137842916543672,74.86215708345632,47.23809523809524,25827,0.0013119532,-10.194194147840891,-144.9206349206349,56.40573716227573,236787.80952380953,0.22424403,3839880,5.5396825396825395,4.4603174603174605,0.0013119532,62008.706886291504,0.0076822117,57.80952380952381,0.0
25.158178432773585,74.84182156722638,47.323076923076925,25892,0.0008375391,-10.332653462047453,-144.92307692307693,56.3470630736329,236622.76923076922,0.18742187,3849935,4.753846153846154,5.246153846153846,0.0008375391,62163.86317110062,0.011220858,57.76923076923077,0.0
26.42056432285613,73.57943567714389,47.4,25957,0.0026460837,-11.13096808718137,-152.15384615384616,56.26358852709058,236244.6769230769,0.23098207,3859985,2.246153846153846,7.753846153846154,0.0026460837,62328.343445301056,0.010511169,57.676923076923075,0.0
25.602702880206635,74.39729711979336,47.33870967741935,26019,0.0012693979,-10.255285612304075,-148.5483870967742,56.332682774747546,236577.03225806452,0.24447304,3869922,5.403225806451613,4.596774193548387,0.0012693979,62480.638545036316,0.009086954,57.75806451612903,0.0
32.64336588137508,67.3566341186249,44.083333333333336,26079,0.0014673822,-13.004357230876398,-199.5,59.36011962967273,249514.66666666666,0.23570855,3879935,7.6,2.4,0.0014673822,62626.690153837204,0.00829981,60.916666666666664,0.0
29.232282430185727,70.7677175698143,44.98360655737705,26140,0.0010278497,-11.653994704832153,-176.0655737704918,58.51731673914503,245894.29508196723,0.20430605,3889992,6.770491803278689,3.2295081967213113,0.0010278497,62774.76190495491,0.008504301,60.032786885245905,0.0
26.42059209042118,73.5794079095788,47.03125,26204,0.0015234005,-10.883534647871237,-153.125,56.628583733041744,237888.0,0.23737258,3899972,2.875,7.125,0.0015234005,62935.091733932495,0.010041854,58.078125,0.0
25.248185611654602,74.7518143883454,47.6,26269,0.0012133261,-10.50555216296131,-144.92307692307693,56.08358877022929,235488.4923076923,0.22842057,3909893,3.2615384615384615,6.7384615384615385,0.0012133261,63095.863193035126,0.00884367,57.49230769230769,0.0
25.228829771942753,74.77117022805726,47.476190476190474,26332,0.0007438959,-9.888450310374688,-145.3968253968254,56.20142020351422,236007.61904761905,0.22049643,3919916,5.301587301587301,4.698412698412699,0.0007438959,63244.66531872749,0.008745731,57.61904761904762,0.0
25.757390764526967,74.24260923547304,49.015625,26396,0.0011927633,-10.393022776389365,-145.15625,54.804506084271274,230208.0,0.22842246,3929925,4.515625,5.484375,0.0011927633,63400.994775772095,0.009421867,56.203125,0.0
26.320077798176435,73.67992220182357,46.82258064516129,26458,0.0012979622,-10.42003723407951,-154.3548387096774,56.805340565312264,238558.96774193548,0.22987068,3939931,6.629032258064516,3.370967741935484,0.0012979622,63548.242925167084,0.008369636,58.24193548387097,0.0
24.074410807227085,75.92558919277289,48.49230769230769,26523,0.0012116279,-9.797862072980502,-136.30769230769232,55.2836191956724,232211.6923076923,0.20099695,3949850,4.046153846153846,5.953846153846154,0.0012116279,63704.12655186653,0.008138571,56.69230769230769,0.0
25.674526200634787,74.32547379936521,48.140625,26587,0.0013982885,-10.413435375151238,-146.25,55.588313371566876,233408.0,0.205801,3959984,3.5625,6.4375,0.0013982885,63856.09015369415,0.008917318,56.984375,0.0
26.132024225531413,73.86797577446858,47.765625,26651,0.0012009314,-10.77132721419858,-149.84375,55.934912981808544,234880.0,0.19198409,3969975,2.453125,7.546875,0.0012009314,64011.29111242294,0.008046261,57.34375,0.0
26.088941705871296,73.91105829412871,47.26984126984127,26714,0.0026259008,-10.961126808695314,-150.95238095238096,56.41143671945447,236982.85714285713,0.22845605,3979959,1.6666666666666667,8.333333333333334,0.0026259008,64171.55541276932,0.00981704,57.857142857142854,0.0
