Tmt,MtR,surrgain,EpisodesSoFar,Ptt,meankl,optimgain,AttNC,entloss,TtR,Tmc,TimeElapsed,TimestepsSoFar,Tbt,AttC,entropy,MpbtA,MpbtN
74.83008849557523,-67.02099346184688,0.002695246,565,73.01536350852896,0.008080901,0.002695246,0.0,0.0,-728.2300884955753,29.2,1346.9502007961273,9990,306504.0424778761,10.0,0.68509704,2.6722567031614464,97.3277432968385
73.77914110429448,-64.80873913884827,0.0027616126,1054,72.00845516238063,0.008687775,0.0027616126,0.0,0.0,-713.8854805725971,30.288343558282207,2506.9771661758423,19994,302199.3619631902,10.0,0.66060346,3.2306039074923287,96.76939609250758
72.86734693877551,-61.25580810172915,0.0044193007,1446,71.12059613633954,0.010881728,0.0044193007,0.0,0.0,-691.4795918367347,31.252551020408163,3394.5074486732483,29981,298464.6530612245,10.0,0.61654866,5.088192371832374,94.9118076281676
71.54391891891892,-55.86507688768725,0.004411167,1742,69.8090521827396,0.008497982,0.004411167,0.0,0.0,-655.6418918918919,32.689189189189186,4049.2714381217957,39992,293043.8918918919,10.0,0.56310046,8.33412748393836,91.66587251606163
71.55952380952381,-45.44656204726534,0.0038244491,1910,69.77290160014627,0.0069860863,0.0038244491,0.0,0.0,-591.0714285714286,32.75595238095238,4439.485186338425,49945,293107.8095238095,10.0,0.5277461,17.353138346947375,82.64686165305261
69.6,-28.73613755044693,0.0033337,1995,67.81200346360171,0.0049395324,0.0033337,0.058823529411764705,0.0,-444.0,34.917647058823526,4640.522887945175,59828,285081.6,9.941176470588236,0.5111199,36.4406736874981,63.55932631250192
65.87671232876713,-19.69513946269863,0.0034415615,2068,64.09747741253064,0.0052360687,0.0034415615,0.2191780821917808,0.0,-317.3972602739726,39.0,4826.907963752747,70000,269831.01369863015,9.780821917808218,0.4481777,52.14423321807801,47.85576678192199
64.08196721311475,-14.57377064045465,0.0029081095,2129,62.35848778216666,0.003433656,0.0029081095,1.901639344262295,0.0,-225.40983606557376,40.885245901639344,4981.827449321747,79937,262479.737704918,8.098360655737705,0.4079322,64.92701428272478,35.072985717275216
63.32786885245902,-13.921985802297389,0.0030565565,2190,61.638560702336086,0.003036286,0.0030565565,2.6885245901639343,0.0,-210.327868852459,41.65573770491803,5154.186720609665,89978,259390.95081967214,7.311475409836065,0.38014358,66.94799588675085,33.052004113249176
62.166666666666664,-13.708573261822746,0.0032162238,2250,60.54628334159045,0.00311357,0.0032162238,3.466666666666667,0.0,-203.33333333333334,42.81666666666667,5306.230838060379,99971,254634.66666666666,6.533333333333333,0.38321298,67.32234692426269,32.6776530757373
62.47457627118644,-12.959797284178379,0.0034152018,2309,60.83684374692267,0.0028438016,0.0034152018,3.152542372881356,0.0,-193.89830508474577,42.50847457627118,5468.606694698334,109857,255895.86440677967,6.8474576271186445,0.38886145,68.89445656880743,31.105543431192576
63.083333333333336,-14.199503747159055,0.0026058713,2369,61.419939474536754,0.0028080712,0.0026058713,2.5166666666666666,0.0,-212.5,41.88333333333333,5618.807242155075,119894,258389.33333333334,7.483333333333333,0.40512723,66.3487898000436,33.65121019995636
63.13793103448276,-13.60897036047748,0.003088183,2427,61.46151277807791,0.0029737866,0.003088183,2.7413793103448274,0.0,-209.13793103448276,41.8448275862069,5783.33501124382,129899,258612.9655172414,7.258620689655173,0.4149589,67.01669093118696,32.983309068813035
63.42622950819672,-13.508065112127525,0.0028778997,2488,61.752397994125445,0.0029502618,0.0028778997,2.4918032786885247,0.0,-205.9016393442623,41.52459016393443,5933.589712142944,139930,259793.83606557376,7.508196721311475,0.41217464,67.67580732173253,32.324192678267444
63.83050847457627,-14.151516285998966,0.0040202164,2547,62.13301460075983,0.0038477585,0.0040202164,2.2711864406779663,0.0,-216.77966101694915,41.11864406779661,6097.860193967819,149872,261449.7627118644,7.728813559322034,0.42334923,66.15408414102427,33.84591585897575
63.85,-14.331968033293277,0.0031536035,2607,62.13032323980144,0.0038993605,0.0031536035,1.8166666666666667,0.0,-221.5,41.13333333333333,6248.5990743637085,159846,261529.6,8.183333333333334,0.4113088,65.39369368957443,34.606306310425566
62.96610169491525,-14.295151794076226,0.0030405854,2666,61.29832673755388,0.0030111035,0.0030405854,2.4745762711864407,0.0,-214.57627118644066,42.016949152542374,6410.845465183258,169978,257909.15254237287,7.52542372881356,0.41665322,66.08778360174878,33.912216398251196
62.75,-13.738393160116903,0.0027026308,2726,61.086939046225716,0.0022382885,0.0027026308,2.2666666666666666,0.0,-208.33333333333334,42.25,6563.650799036026,179923,257024.0,7.733333333333333,0.41442868,66.81933302354612,33.18066697645388
63.75,-13.880282279862563,0.0026269436,2786,62.068060805499236,0.0039107725,0.0026269436,2.183333333333333,0.0,-213.0,41.18333333333333,6726.561265945435,189845,261120.0,7.816666666666666,0.38668165,66.77337088182993,33.22662911817009
63.220338983050844,-13.250489771256312,0.003694482,2845,61.55661422829683,0.0038570121,0.003694482,3.135593220338983,0.0,-196.77966101694915,41.728813559322035,6879.5621218681335,199866,258950.50847457626,6.864406779661017,0.391095,68.87626842032016,31.12373157967984
