optimgain,EpisodesSoFar,Fce,entloss,AttNC,surrgain,entropy,TimestepsSoFar,TtR,AttC,MtR,TimeElapsed,meankl
1.7511597e-05,11895,1.0,0.0,10.0,1.7511597e-05,-0.78696704,2879965,2500.0,0.0,142.8784238871937,85421.5566599369,0.010174781
0.00071112846,11935,1.0,0.0,10.0,0.00071112846,-0.68937033,2889965,2500.0,0.0,142.8784238871937,85665.01579260826,0.008933416
0.00025728665,11975,1.0,0.0,10.0,0.00025728665,-0.78696704,2899965,2500.0,0.0,142.8784238871937,85903.6618130207,0.010174781
1.0592013e-05,12015,1.0,0.0,10.0,1.0592013e-05,-0.68937033,2909965,2500.0,0.0,142.8784238871937,86147.1311571598,0.008933102
0.00017788925,12055,1.0,0.0,10.0,0.00017788925,-0.59179014,2919965,2500.0,0.0,142.8784238871937,86375.72116613388,0.008933204
0.00064094766,12095,1.0,0.0,10.0,0.00064094766,-0.68937033,2929965,2500.0,0.0,142.8784238871937,86616.63810539246,0.010174781
7.6746044e-05,12135,1.0,0.0,10.0,7.6746044e-05,-0.59179,2939965,2500.0,0.0,142.8784238871937,86859.74151682854,0.008933204
0.00019386837,12175,1.0,0.0,10.0,0.00019386837,-0.4941993,2949965,2500.0,0.0,142.8784238871937,87093.64156103134,0.008933204
6.3393134e-05,12215,1.0,0.0,10.0,6.3393134e-05,-0.59179,2959965,2500.0,0.0,142.8784238871937,87327.30742764473,0.010174863
0.00029355407,12255,1.0,0.0,10.0,0.00029355407,-0.4941996,2969965,2500.0,0.0,142.8784238871937,87576.66530036926,0.008933102
6.230831e-07,12295,1.0,0.0,10.0,6.230831e-07,-0.5185925,2979965,2500.0,0.0,142.8784238871937,87848.92147421837,0.00060516596
0.00010156868,12335,1.0,0.0,10.0,0.00010156868,-0.42100167,2989965,2500.0,0.0,142.8784238871937,88069.20991539955,0.008933204
0.00023830097,12375,1.0,0.0,10.0,0.00023830097,-0.5185925,2999965,2500.0,0.0,142.8784238871937,88305.82609534264,0.010174871
0.00044147304,12415,1.0,0.0,10.0,0.00044147304,-0.61618096,3009965,2500.0,0.0,142.8784238871937,88544.37123298645,0.010174751
0.00010165717,12455,1.0,0.0,10.0,0.00010165717,-0.71377283,3019965,2500.0,0.0,142.8784238871937,88773.40029716492,0.010174863
0.0005592845,12495,1.0,0.0,10.0,0.0005592845,-0.81136346,3029965,2500.0,0.0,142.8784238871937,89004.7500705719,0.010174863
6.296669e-05,12535,1.0,0.0,10.0,6.296669e-05,-0.71377283,3039965,2500.0,0.0,142.8784238871937,89237.932502985,0.008933204
