entloss,meankl,surrgain,EpisodesSoFar,AttC,AttNC,TtR,Fce,TimestepsSoFar,TimeElapsed,entropy,optimgain,MtR
0.0,0.0064472496,0.0008200259,10408,0.275,9.725,2335.5,0.9450000000000001,2529758,15042.778585195541,0.46450797,0.0008200259,132.9652367560606
0.0,0.0071190684,0.00075189,10448,0.025,9.975,2354.5,0.9418,2539758,15089.780775785446,0.41719455,0.00075189,134.05963704203342
0.0,0.0074477857,0.0008662366,10488,0.0,10.0,2384.75,0.9539,2549758,15136.891828775406,0.37844828,0.0008662366,135.51821989173132
0.0,0.0064319307,0.0008924945,10528,0.0,10.0,2418.75,0.9674999999999997,2559758,15184.309938192368,0.38391376,0.0008924945,137.6136696574178
0.0,0.0055109523,0.0006881612,10568,0.0,10.0,2448.75,0.9795,2569758,15231.779998540878,0.42552814,0.0006881612,139.25136357115113
0.0,0.0048261336,0.0005900997,10608,0.0,10.0,2453.75,0.9814999999999999,2579758,15277.457861661911,0.47469088,0.0005900997,139.65059256056415
0.0,0.007898458,0.00090526126,10650,0.47619047619047616,9.523809523809524,2330.0,0.9464441776710683,2589782,15324.317200660706,0.39532492,0.00090526126,132.5454206716975
0.0,0.0043017287,0.0007335266,10690,0.0,10.0,2449.5,0.9798,2599782,15370.489202260971,0.37458298,0.0007335266,139.33913529383375
0.0,0.0028283123,0.00065502577,10730,0.05,9.95,2453.75,0.9814999999999999,2609782,15415.712391138077,0.37019157,0.00065502577,139.50288596611298
0.0,0.0054835095,0.00056735106,10770,0.0,10.0,2464.0,0.9856000000000001,2619782,15460.503025531769,0.31880572,0.00056735106,140.05122632113347
0.0,0.0075838473,0.0007242802,10810,0.0,10.0,2461.5,0.9846,2629782,15506.478973388672,0.36355314,0.0007242802,139.85810533541164
0.0,0.005421702,0.0009526658,10851,0.24390243902439024,9.75609756097561,2391.4634146341464,0.9633255567338285,2639805,15551.922207593918,0.3047941,0.0009526658,135.9463700612219
0.0,0.006538269,0.0009816058,10891,0.0,10.0,2443.75,0.9774999999999998,2649805,15598.112379312515,0.31625047,0.0009816058,138.6920526757833
