AttC,Fce,EpisodesSoFar,TtR,AttNC,TimestepsSoFar,meankl,entropy,surrgain,TimeElapsed,optimgain,entloss,MtR
0.0,1.0,11981,2500.0,10.0,2889883,0.00058567524,-2.661161,1.2625503e-06,29139.759615182877,1.2625503e-06,0.0,142.8784238871937
0.0,1.0,12021,2500.0,10.0,2899883,0.008932105,-2.5635984,0.00065485644,29234.10197544098,0.00065485644,0.0,142.8784238871937
0.0,1.0,12061,2500.0,10.0,2909883,0.01017476,-2.6611626,4.1951665e-05,29328.588349103928,4.1951665e-05,0.0,142.8784238871937
0.0,1.0,12101,2500.0,10.0,2919883,0.008933204,-2.5635984,6.250599e-05,29425.8761844635,6.250599e-05,0.0,142.8784238871937
0.0,1.0,12141,2500.0,10.0,2929883,0.0023053025,-2.5147943,1.4839077e-06,29523.444190979004,1.4839077e-06,0.0,142.8784238871937
0.0,1.0,12181,2500.0,10.0,2939883,0.010174781,-2.6124034,0.00015040245,29616.95068693161,0.00015040245,0.0,142.8784238871937
0.0,1.0,12221,2500.0,10.0,2949883,0.010174781,-2.709967,2.3335886e-05,29717.63799548149,2.3335886e-05,0.0,142.8784238871937
0.0,1.0,12261,2500.0,10.0,2959883,0.010171384,-2.8075316,0.0006249169,29810.91013455391,0.0006249169,0.0,142.8784238871937
0.0,1.0,12301,2500.0,10.0,2969883,0.008933102,-2.7099617,0.00025304462,29911.616129159927,0.00025304462,0.0,142.8784238871937
0.0,1.0,12341,2500.0,10.0,2979883,0.008933204,-2.612398,0.00010585798,30008.61078977585,0.00010585798,0.0,142.8784238871937
0.0,1.0,12381,2500.0,10.0,2989883,0.008933102,-2.5147765,2.691555e-06,30104.670687913895,2.691555e-06,0.0,142.8784238871937
0.0,1.0,12421,2500.0,10.0,2999883,0.01017476,-2.612398,0.00038446576,30199.26333475113,0.00038446576,0.0,142.8784238871937
0.0,1.0,12461,2500.0,10.0,3009883,0.010174863,-2.7099617,0.00046184097,30299.3605594635,0.00046184097,0.0,142.8784238871937
0.0,1.0,12501,2500.0,10.0,3019883,0.00893351,-2.612398,9.1902424e-05,30393.774147748947,9.1902424e-05,0.0,142.8784238871937
0.0,1.0,12541,2500.0,10.0,3029883,0.008932556,-2.514777,0.00081471,30491.084126472473,0.00081471,0.0,142.8784238871937
0.0,1.0,12581,2500.0,10.0,3039883,0.010173789,-2.612398,0.00038350257,30591.079928159714,0.00038350257,0.0,142.8784238871937
0.0,1.0,12621,2500.0,10.0,3049883,0.008933102,-2.5147724,0.00023685892,30683.404574871063,0.00023685892,0.0,142.8784238871937
0.0,1.0,12661,2500.0,10.0,3059883,0.010174781,-2.612398,0.00017524954,30784.02546429634,0.00017524954,0.0,142.8784238871937
0.0,1.0,12701,2500.0,10.0,3069883,0.008933416,-2.5147724,0.0002758015,30877.061544418335,0.0002758015,0.0,142.8784238871937
0.0,1.0,12741,2500.0,10.0,3079883,0.01017476,-2.612398,6.28651e-05,30977.490894317627,6.28651e-05,0.0,142.8784238871937
0.0,1.0,12781,2500.0,10.0,3089883,0.010173806,-2.7099607,0.0005056078,31080.786989927292,0.0005056078,0.0,142.8784238871937
0.0,1.0,12821,2500.0,10.0,3099883,0.0089325905,-2.6123965,0.0007752713,31185.745164632797,0.0007752713,0.0,142.8784238871937
0.0,1.0,12861,2500.0,10.0,3109883,0.00893116,-2.5147781,0.00014692024,31282.29038333893,0.00014692024,0.0,142.8784238871937
0.0,1.0,12901,2500.0,10.0,3119883,0.010174245,-2.612402,0.0006366142,31385.766630649567,0.0006366142,0.0,142.8784238871937
0.0,1.0,12941,2500.0,10.0,3129883,0.010173351,-2.7099617,0.0004522722,31484.7821829319,0.0004522722,0.0,142.8784238871937
0.0,1.0,12981,2500.0,10.0,3139883,0.010174863,-2.8075316,3.114708e-05,31583.724407434464,3.114708e-05,0.0,142.8784238871937
