Tmt,TimestepsSoFar,optimgain,MtR,Ptt,MpbtN,TimeElapsed,MpbtA,AttNC,Tbt,entropy,entloss,meankl,EpisodesSoFar,AttC,Tmc,TtR,surrgain
82.21052631578948,2469889,0.006341159,-37.46736950801423,80.00431113017528,81.13644187816922,41325.80941796303,18.86355812183078,0.5263157894736842,336734.3157894737,0.2105979,0.0,0.0061170347,12693,0.47368421052631576,21.68421052631579,-66.71052631578948,0.006341159
81.42105263157895,2479804,0.008678813,-37.30406737043115,79.2093141657964,81.88005001883583,41460.06948018074,18.119949981164158,0.5263157894736842,333500.63157894736,0.21270782,0.0,0.0073540816,12731,0.47368421052631576,22.55263157894737,-66.6842105263158,0.008678813
81.825,2489887,0.0063757147,-37.760466118432,79.62023394080494,82.04781449251051,41614.83691716194,17.95218550748948,0.425,335155.2,0.18313383,0.0,0.005650739,12771,0.575,22.1,-67.15,0.0063757147
81.92105263157895,2499906,0.007043248,-37.611560483159614,79.69361582014648,81.73132162833895,41746.1082110405,18.268678371661046,0.5,335548.63157894736,0.22511616,0.0,0.007434802,12809,0.5,22.026315789473685,-66.94736842105263,0.007043248
82.125,2509929,0.0062046186,-37.70084531223902,79.90106393701508,81.67212632129177,41890.97846651077,18.327873678708222,0.35,336384.0,0.19814122,0.0,0.0067669465,12849,0.65,21.8,-67.075,0.0062046186
81.725,2519916,0.0072370893,-37.218805306415916,79.46986229477707,81.70653464267983,42036.38136053085,18.29346535732017,0.25,334745.6,0.21880366,0.0,0.004617544,12889,0.75,22.275,-66.8,0.0072370893
82.30952380952381,2529996,0.005459305,-37.89225915497026,80.0530701138948,81.87340898464969,42175.31078386307,18.12659101535033,0.2619047619047619,337139.8095238095,0.22195713,0.0,0.004335296,12931,0.7380952380952381,21.642857142857142,-67.38095238095238,0.005459305
82.275,2539969,0.0060666655,-39.15988508020796,80.00226230021964,81.65117481243318,42319.22788143158,18.348825187566817,0.525,336998.4,0.19976436,0.0,0.0061126146,12971,0.475,21.7,-67.2,0.0060666655
80.58974358974359,2549999,0.006022519,-37.12827012217476,78.41456121600682,81.58716529887296,42459.52016019821,18.412834701127032,0.41025641025641024,330095.58974358975,0.21954751,0.0,0.0058334414,13010,0.5897435897435898,23.41025641025641,-65.71794871794872,0.006022519
81.61538461538461,2559892,0.0059147947,-37.58447018936613,79.40752160754955,81.15174184474533,42595.398705244064,18.848258155254676,0.2564102564102564,334296.6153846154,0.19241345,0.0,0.005698364,13049,0.7435897435897436,22.333333333333332,-66.25641025641026,0.0059147947
81.53658536585365,2569896,0.0077349762,-38.430790774074765,79.31617634828054,83.59067307975187,42747.47862172127,16.40932692024811,0.3170731707317073,333973.85365853657,0.19309515,0.0,0.005965979,13090,0.6829268292682927,22.4390243902439,-68.14634146341463,0.0077349762
81.25,2579772,0.007982196,-38.17972669743776,79.02818903726539,83.1164561437067,42887.616423130035,16.88354385629331,0.35,332800.0,0.17451562,0.0,0.0061070356,13130,0.65,22.75,-67.525,0.007982196
81.97435897435898,2589896,0.008611658,-37.64148019027571,79.70288832803777,82.4286811199304,43030.674540519714,17.571318880069587,0.46153846153846156,335766.9743589744,0.19632186,0.0,0.007055081,13169,0.5384615384615384,22.025641025641026,-67.56410256410257,0.008611658
81.76315789473684,2599871,0.00848627,-37.104027478155594,79.50568852935373,81.50842438435501,43159.55586004257,18.491575615645022,0.42105263157894735,334901.8947368421,0.2000672,0.0,0.0070106704,13207,0.5789473684210527,22.236842105263158,-66.63157894736842,0.00848627
