EpisodesSoFar,TtR,AttNC,entropy,Fce,TimestepsSoFar,optimgain,AttC,surrgain,MtR,meankl,TimeElapsed,entloss
15658,2500.0,10.0,-0.05124929,1.0,3829872,0.0003175851,0.0,0.0003175851,142.8784238871937,0.0049384837,21504.148577690125,0.0
15698,2499.75,10.0,-0.050645083,0.9998999999999999,3839872,0.00020402337,0.0,0.00020402337,142.86765384080346,0.004045014,21546.67515850067,0.0
15738,2500.0,10.0,0.036172334,1.0,3849872,0.0009256448,0.0,0.0009256448,142.8784238871937,0.008273087,21589.416870832443,0.0
15778,2500.0,10.0,0.044852804,1.0,3859872,0.00015254128,0.0,0.00015254128,142.8784238871937,0.0014155969,21632.535797595978,0.0
15818,2500.0,10.0,0.010370374,1.0,3869872,0.0003209711,0.0,0.0003209711,142.8784238871937,0.005604523,21674.89120697975,0.0
15858,2500.0,10.0,-0.07549952,1.0,3879872,0.00045701477,0.0,0.00045701477,142.8784238871937,0.009799261,21717.2206492424,0.0
15898,2500.0,10.0,-0.16490918,1.0,3889872,0.0006715584,0.0,0.0006715584,142.8784238871937,0.010007922,21759.902159929276,0.0
15938,2500.0,10.0,-0.15302481,1.0,3899872,0.00015590477,0.0,0.00015590477,142.8784238871937,0.000984936,21802.578394174576,0.0
15978,2500.0,10.0,-0.14726967,1.0,3909872,0.00035891746,0.0,0.00035891746,142.8784238871937,0.005057786,21845.685321092606,0.0
16018,2500.0,10.0,-0.19264832,1.0,3919872,0.0012583263,0.0,0.0012583263,142.8784238871937,0.013615504,21888.48550081253,0.0
16058,2500.0,10.0,-0.15313673,1.0,3929872,0.00047827483,0.0,0.00047827483,142.8784238871937,0.0021771714,21931.824456214905,0.0
16098,2499.5,10.0,-0.0685425,0.9998000000000001,3939872,0.0008991047,0.0,0.0008991047,142.84259962116954,0.007384231,21975.49587202072,0.0
