AttC,AttNC,TtR,TimeElapsed,optimgain,EpisodesSoFar,TimestepsSoFar,Fce,MtR,entropy,meankl,surrgain,entloss
0.0,10.0,2500.0,19783.4408056736,0.00015971641,6550,1499830,1.0,142.8784238871937,-1.020126,0.010174863,0.00015971641,0.0
0.0,10.0,2500.0,19907.167548179626,0.00010602625,6590,1509830,1.0,142.8784238871937,-1.1177199,0.010174781,0.00010602625,0.0
0.0,10.0,2500.0,20021.13368868828,0.0003228628,6630,1519830,1.0,142.8784238871937,-1.2152873,0.010174781,0.0003228628,0.0
0.0,10.0,2500.0,20156.900369644165,0.00043348095,6670,1529830,1.0,142.8784238871937,-1.3128808,0.010174781,0.00043348095,0.0
0.0,10.0,2500.0,20287.059946537018,3.6893273e-06,6710,1539830,1.0,142.8784238871937,-1.2640989,0.0023055077,3.6893273e-06,0.0
0.0,10.0,2500.0,20416.562980413437,0.00014514297,6750,1549830,1.0,142.8784238871937,-1.166504,0.008933204,0.00014514297,0.0
0.0,10.0,2500.0,20539.528993606567,1.3861675e-05,6790,1559830,1.0,142.8784238871937,-1.0689099,0.008933204,1.3861675e-05,0.0
0.0,10.0,2500.0,20668.396064281464,0.000252285,6830,1569830,1.0,142.8784238871937,-1.166504,0.010174871,0.000252285,0.0
0.0,10.0,2500.0,20791.574634313583,0.00012733719,6870,1579830,1.0,142.8784238871937,-1.0689099,0.008933196,0.00012733719,0.0
0.0,10.0,2500.0,20924.117637634277,0.00017251259,6910,1589830,1.0,142.8784238871937,-0.9713184,0.008933102,0.00017251259,0.0
0.0,10.0,2500.0,21042.343089342117,0.00051364076,6950,1599830,1.0,142.8784238871937,-0.8737357,0.008933204,0.00051364076,0.0
0.0,10.0,2500.0,21169.393630981445,0.00018746144,6990,1609830,1.0,142.8784238871937,-0.7761472,0.008933196,0.00018746144,0.0
0.0,10.0,2500.0,21299.79633116722,0.00041108936,7030,1619830,1.0,142.8784238871937,-0.678557,0.008933196,0.00041108936,0.0
0.0,10.0,2500.0,21428.130655765533,0.00025021035,7070,1629830,1.0,142.8784238871937,-0.5809636,0.008933204,0.00025021035,0.0
0.0,10.0,2500.0,21555.153123617172,0.00066342513,7110,1639830,1.0,142.8784238871937,-0.48337048,0.008933204,0.00066342513,0.0
0.0,10.0,2500.0,21676.916880369186,0.00016265026,7150,1649830,1.0,142.8784238871937,-0.38578507,0.008933204,0.00016265026,0.0
0.0,10.0,2500.0,21804.14525771141,0.0002440982,7190,1659830,1.0,142.8784238871937,-0.48337048,0.01017476,0.0002440982,0.0
0.0,10.0,2500.0,21919.51418876648,0.0009799262,7230,1669830,1.0,142.8784238871937,-0.38578507,0.008933204,0.0009799262,0.0
0.0,10.0,2500.0,22047.812915563583,0.00010788386,7270,1679830,1.0,142.8784238871937,-0.4833757,0.01017476,0.00010788386,0.0
0.0,10.0,2500.0,22172.369676828384,4.232586e-05,7310,1689830,1.0,142.8784238871937,-0.58096355,0.01017476,4.232586e-05,0.0
0.0,10.0,2500.0,22290.2527217865,0.00018883948,7350,1699830,1.0,142.8784238871937,-0.67855686,0.010174871,0.00018883948,0.0
0.0,10.0,2500.0,22416.50542473793,0.0004509131,7390,1709830,1.0,142.8784238871937,-0.58096355,0.008933196,0.0004509131,0.0
0.0,10.0,2500.0,22545.159457683563,0.0009439659,7430,1719830,1.0,142.8784238871937,-0.67855686,0.010174871,0.0009439659,0.0
0.0,10.0,2500.0,22664.15739250183,0.0003795653,7470,1729830,1.0,142.8784238871937,-0.58096355,0.008933102,0.0003795653,0.0
0.0,10.0,2500.0,22784.1900036335,0.00031643364,7510,1739830,1.0,142.8784238871937,-0.4833757,0.008933204,0.00031643364,0.0
0.0,10.0,2500.0,22912.901923656464,0.00015934913,7550,1749830,1.0,142.8784238871937,-0.5809636,0.010175116,0.00015934913,0.0
0.0,10.0,2500.0,23038.162424087524,0.00031415562,7590,1759830,1.0,142.8784238871937,-0.4833757,0.008933196,0.00031415562,0.0
0.0,10.0,2500.0,23162.53882241249,0.0002957633,7630,1769830,1.0,142.8784238871937,-0.5809636,0.010174863,0.0002957633,0.0
0.0,10.0,2500.0,23287.562238693237,0.00046821893,7670,1779830,1.0,142.8784238871937,-0.678557,0.01017476,0.00046821893,0.0
0.0,10.0,2500.0,23420.764034986496,0.00032703482,7710,1789830,1.0,142.8784238871937,-0.77614397,0.01017476,0.00032703482,0.0
0.0,10.0,2500.0,23537.969341039658,0.00046090427,7750,1799830,1.0,142.8784238871937,-0.678557,0.008933196,0.00046090427,0.0
