entropy,TtR,Tbt,optimgain,surrgain,Ptt,AttC,meankl,TimestepsSoFar,MtR,EpisodesSoFar,TimeElapsed,entloss,AttNC,MpbtA,Tmt,Tmc,MpbtN
0.2446644,-64.6842105263158,336303.15789473685,0.0048951264,0.0048951264,79.8851334067751,0.21052631578947367,0.0061094793,759794,-36.448720752722615,6275,16633.71779370308,0.0,0.7894736842105263,21.257314508307815,82.10526315789474,21.81578947368421,78.74268549169221
0.28410274,-66.92307692307692,339547.89743589744,0.0049248124,0.0049248124,80.62227916968921,0.07692307692307693,0.009769363,769890,-38.97413911011061,6314,16740.27589559555,0.0,0.9230769230769231,19.292859644231413,82.8974358974359,21.025641025641026,80.70714035576862
0.2264192,-66.02380952380952,338895.2380952381,0.003873919,0.003873919,80.43202695014656,0.47619047619047616,0.005913261,779786,-38.14038146069721,6356,16857.17210459709,0.0,0.5238095238095238,20.221339304799347,82.73809523809524,21.238095238095237,79.77866069520066
0.27417156,-65.64102564102564,332826.25641025644,0.0066290773,0.0066290773,79.07507661797376,0.23076923076923078,0.009490039,789838,-37.04226890223908,6395,16967.742921829224,0.0,0.7692307692307693,19.18203320243904,81.25641025641026,22.692307692307693,80.81796679756096
0.3130172,-66.0,336793.6,0.008259729,0.008259729,79.95582795960328,0.3,0.011774701,799855,-37.93896990371733,6435,17078.656809329987,0.0,0.7,19.7154904652719,82.225,21.75,80.28450953472812
0.24933672,-65.22727272727273,335406.54545454547,0.005057952,0.005057952,79.65686981908694,0.4772727272727273,0.007294896,809902,-37.14342291887607,6479,17195.45211672783,0.0,0.5227272727272727,20.373737643656554,81.88636363636364,22.068181818181817,79.62626235634345
0.2638061,-64.66666666666667,336292.10256410256,0.001948333,0.001948333,79.84364847566248,0.2564102564102564,0.0041646385,819974,-36.51115583370584,6518,17301.95836997032,0.0,0.7435897435897436,21.234481772587376,82.1025641025641,21.871794871794872,78.76551822741263
0.23353894,-66.37209302325581,337110.32558139536,0.006357228,0.006357228,80.06274805523903,0.4186046511627907,0.0065683457,829936,-39.11535465970458,6561,17420.37904906273,0.0,0.5813953488372093,19.437515551849838,82.30232558139535,21.627906976744185,80.56248444815019
0.22567837,-65.61538461538461,334191.58974358975,0.0045885057,0.0045885057,79.36339616800974,0.1282051282051282,0.0076730726,839767,-37.55961080918644,6600,17532.664663553238,0.0,0.8717948717948718,19.6230594081122,81.58974358974359,22.384615384615383,80.37694059188779
0.25208488,-64.34210526315789,336195.36842105264,0.0049740663,0.0049740663,79.79982632555124,0.02631578947368421,0.008412663,849996,-36.19188669093279,6638,17635.529891490936,0.0,0.9736842105263158,21.647676650200054,82.07894736842105,21.92105263157895,78.35232334979995
0.20945781,-65.97560975609755,335572.2926829268,0.007018038,0.007018038,79.6773516627862,0.1951219512195122,0.007815325,859895,-38.852612188080826,6679,17750.32382464409,0.0,0.8048780487804879,19.47730721256061,81.92682926829268,22.048780487804876,80.52269278743941
0.23540203,-66.07894736842105,336518.7368421053,0.004976765,0.004976765,79.89456065535973,0.07894736842105263,0.009195154,869966,-36.432580552629524,6717,17857.18810224533,0.0,0.9210526315789473,19.539555056589965,82.15789473684211,21.81578947368421,80.46044494341002
0.25791928,-65.10810810810811,334875.6756756757,0.0053085936,0.0053085936,79.50167638066343,0.08108108108108109,0.008327182,879852,-36.368913459072054,6754,17965.08911705017,0.0,0.918918918918919,20.38821855851837,81.75675675675676,22.243243243243242,79.6117814414816
0.19658981,-66.09756097560975,338569.3658536585,0.0042872466,0.0042872466,80.37862819114154,0.14634146341463414,0.008500128,889776,-38.405451035692,6795,18078.23248577118,0.0,0.8536585365853658,20.040409271728215,82.65853658536585,21.29268292682927,79.9595907282718
0.2322016,-66.0,338135.5789473684,0.0033176742,0.0033176742,80.32219671031633,0.05263157894736842,0.007183766,899778,-37.2200989407568,6833,18185.087344646454,0.0,0.9473684210526315,20.081328946810764,82.55263157894737,21.342105263157894,79.91867105318924
0.20738143,-65.84615384615384,338602.6666666667,0.0035281188,0.0035281188,80.38670527330045,0.05128205128205128,0.008910778,909816,-37.33077936761111,6872,18292.801742076874,0.0,0.9487179487179487,20.4019281809245,82.66666666666667,21.28205128205128,79.59807181907551
0.22601792,-66.225,335872.0,0.0059780655,0.0059780655,79.78394234894404,0.075,0.0091553,919982,-38.4388986749603,6912,18402.016084194183,0.0,0.925,19.264922622266873,82.0,21.925,80.73507737773313
0.20164552,-66.07894736842105,336949.8947368421,0.0046800626,0.0046800626,79.97239378465254,0.02631578947368421,0.008625707,929982,-37.576198928284306,6950,18508.496449947357,0.0,0.9736842105263158,19.671410451149285,82.26315789473684,21.736842105263158,80.32858954885069
0.24179493,-66.05405405405405,337864.64864864864,0.004720665,0.004720665,80.24394182439528,0.0,0.0066244085,939767,-37.535721486155374,6987,18614.500199317932,0.0,1.0,19.94463742414246,82.48648648648648,21.43243243243243,80.05536257585753
0.2555187,-64.97368421052632,336949.8947368421,0.0030814293,0.0030814293,80.01264901519922,0.10526315789473684,0.005915679,949804,-36.40393432562198,7025,18721.141040563583,0.0,0.8947368421052632,21.038269342482128,82.26315789473684,21.68421052631579,78.96173065751788
0.21248884,-64.48780487804878,334673.1707317073,0.0043934127,0.0043934127,79.45506618916187,0.17073170731707318,0.007941957,959849,-37.296673361380805,7066,18833.32937002182,0.0,0.8292682926829268,21.099211129974005,81.70731707317073,22.29268292682927,78.90078887002599
0.27000546,-65.75675675675676,334764.97297297296,0.008602716,0.008602716,79.47604997679773,0.0,0.010319957,969817,-37.39561779058192,7103,18940.005669116974,0.0,1.0,19.54734471164977,81.72972972972973,22.27027027027027,80.45265528835021
0.20522197,-66.0,336944.7619047619,0.0059524323,0.0059524323,80.02496119431457,0.23809523809523808,0.008182204,979858,-37.93759874381207,7145,19057.91452074051,0.0,0.7619047619047619,19.840702514546198,82.26190476190476,21.666666666666668,80.15929748545379
0.2181668,-64.86842105263158,335009.6842105263,0.005428958,0.005428958,79.5315549661267,0.05263157894736842,0.008678102,989818,-36.689447782811,7183,19165.946815013885,0.0,0.9473684210526315,20.735132751923846,81.78947368421052,22.210526315789473,79.26486724807616
0.21104448,-65.47368421052632,337057.6842105263,0.0034061433,0.0034061433,80.03681461793019,0.13157894736842105,0.007235324,999906,-37.35819038575421,7221,19271.41947245598,0.0,0.868421052631579,20.421575027015887,82.28947368421052,21.657894736842106,79.57842497298412
0.20634353,-66.84615384615384,341228.3076923077,0.0021784331,0.0021784331,80.9834417271543,0.28205128205128205,0.006950721,1009772,-37.78630060443375,7260,19378.53793168068,0.0,0.717948717948718,19.787799230698877,83.3076923076923,20.641025641025642,80.21220076930113
0.19486521,-66.66666666666667,338287.58974358975,0.0021233505,0.0021233505,80.33546530416793,0.10256410256410256,0.0059127547,1019790,-38.11842338697524,7299,19484.036047935486,0.0,0.8974358974358975,19.288430220681704,82.58974358974359,21.333333333333332,80.71156977931831
0.19994916,-67.33333333333333,336712.2051282051,0.0045405384,0.0045405384,79.95808284171413,0.07692307692307693,0.0077378885,1029773,-38.8892945026243,7338,19592.08999633789,0.0,0.9230769230769231,18.124526037785934,82.2051282051282,21.743589743589745,81.87547396221406
0.20892641,-65.92105263157895,336626.5263157895,0.0052338485,0.0052338485,79.93890169346923,0.10526315789473684,0.0077352677,1039769,-37.58438040327095,7376,19699.79744386673,0.0,0.8947368421052632,19.812671137250288,82.1842105263158,21.763157894736842,80.18732886274972
0.19596438,-66.8974358974359,339337.8461538461,0.0049799746,0.0049799746,80.53381631862788,0.15384615384615385,0.008093867,1049900,-37.7468276076424,7415,19806.0079805851,0.0,0.8461538461538461,19.302591898335564,82.84615384615384,21.128205128205128,80.69740810166446
0.20996128,-65.14285714285714,335989.02857142856,0.0048525115,0.0048525115,79.774121659444,0.02857142857142857,0.008682134,1059758,-35.79562936726706,7450,19911.56144452095,0.0,0.9714285714285714,20.652315791076283,82.02857142857142,21.942857142857143,79.34768420892372
0.22954373,-67.26315789473684,337165.4736842105,0.00893042,0.00893042,80.08289556028492,0.07894736842105263,0.009241988,1069747,-38.215305705967104,7488,20017.368002414703,0.0,0.9210526315789473,18.31675651915805,82.3157894736842,21.605263157894736,81.68324348084194
0.21269485,-65.0,336076.8,0.0021697266,0.0021697266,79.7753820942632,0.375,0.0070420974,1079812,-36.69182635334463,7528,20126.46067261696,0.0,0.625,20.779902396489653,82.05,21.95,79.22009760351033
0.2056268,-67.1219512195122,338069.85365853657,0.0062456247,0.0062456247,80.24486686026373,0.3170731707317073,0.0074270647,1089822,-38.68939917209876,7569,20242.255401611328,0.0,0.6829268292682927,18.722197765494478,82.53658536585365,21.4390243902439,81.27780223450551
0.2041073,-66.19047619047619,336554.6666666667,0.003927237,0.003927237,79.91931535209974,0.35714285714285715,0.0075327232,1099970,-37.51780732676673,7611,20355.08836865425,0.0,0.6428571428571429,19.429205618241266,82.16666666666667,21.785714285714285,80.57079438175872
