TtR,AttNC,Fce,EpisodesSoFar,TimeElapsed,AttC,entropy,meankl,optimgain,TimestepsSoFar,surrgain,MtR,entloss
89.30232558139535,1.5813953488372092,0.12413315093479252,6550,8286.834612846375,1.4186046511627908,1.4610622,0.0022896316,0.00023707974,1409913,0.00023707974,17.34596579099133,0.0
79.02127659574468,1.7234042553191489,0.10919221676668488,6597,8344.466181993484,1.2765957446808511,1.4576442,0.0014220454,0.00035607707,1419952,0.00035607707,14.84736090019246,0.0
77.08695652173913,1.5217391304347827,0.12958341018022018,6643,8398.775850534439,1.4782608695652173,1.4493058,0.0024984484,0.0005724503,1429835,0.0005724503,14.816510039517729,0.0
81.4,1.6444444444444444,0.13546622679017042,6688,8459.39400935173,1.3555555555555556,1.4520262,0.0004167334,0.00046081797,1439954,0.00046081797,15.600335835932261,0.0
84.0,1.9285714285714286,0.11613852813852817,6730,8520.231143474579,1.0714285714285714,1.4537698,0.0027154882,0.0003360687,1449968,0.0003360687,16.05830444813023,0.0
78.12765957446808,1.425531914893617,0.11974001989252597,6777,8576.778583049774,1.574468085106383,1.4794815,0.004130452,0.00094570924,1459918,0.00094570924,14.937273990078012,0.0
77.49056603773585,1.2830188679245282,0.14939150015262112,6830,8635.916408061981,1.7169811320754718,1.4763551,0.0024726233,0.0007347717,1469828,0.0007347717,14.801348252304242,0.0
68.94444444444444,1.3333333333333333,0.12122017217505324,6884,8691.897096395493,1.6666666666666667,1.4673645,0.0053469804,0.001452829,1479981,0.001452829,13.401597941135796,0.0
84.54545454545455,1.4772727272727273,0.12328948828948832,6928,8750.32301068306,1.5227272727272727,1.4584088,0.0010560671,7.4447635e-05,1489776,7.4447635e-05,16.314405781895804,0.0
75.6,1.6888888888888889,0.10756325156325157,6973,8815.645646095276,1.3111111111111111,1.4571904,0.014680686,0.0006056885,1499813,0.0006056885,14.220228217741782,0.0
81.57446808510639,1.5106382978723405,0.13943509587485609,7020,8867.202249526978,1.4893617021276595,1.4424675,0.0070831766,0.0006010162,1509928,0.0006010162,15.40940494819415,0.0
81.4090909090909,1.7045454545454546,0.11103743315508022,7064,8922.00866985321,1.2954545454545454,1.4394529,0.0015980967,0.0005556264,1519954,0.0005556264,15.508477990311388,0.0
83.64285714285714,1.7857142857142858,0.11152380952380957,7106,8983.263366222382,1.2142857142857142,1.4322513,0.0018205653,0.00024432273,1529962,0.00024432273,15.713153009247511,0.0
84.4186046511628,1.744186046511628,0.11255813953488376,7149,9044.245547294617,1.255813953488372,1.4272898,0.010830929,9.611206e-05,1539975,9.611206e-05,16.242803761780955,0.0
80.25,1.6136363636363635,0.11764069264069264,7193,9099.252246141434,1.3863636363636365,1.4187459,0.0013982763,0.00017148438,1549991,0.00017148438,15.379765082182917,0.0
85.2439024390244,1.7317073170731707,0.11365853658536589,7234,9156.925902605057,1.2682926829268293,1.4327385,0.0011084469,0.00014262326,1559994,0.00014262326,16.043158130509692,0.0
81.4090909090909,1.5681818181818181,0.1085454545454546,7278,9213.367261648178,1.4318181818181819,1.4342417,0.0026007686,0.00035224252,1569759,0.00035224252,15.393751667055312,0.0
87.76744186046511,1.697674418604651,0.14018604651162794,7321,9276.495805740356,1.302325581395349,1.4125595,0.001550898,0.0005620097,1579772,0.0005620097,16.665284808151863,0.0
