entloss,AttNC,EpisodesSoFar,TimeElapsed,MtR,TtR,optimgain,Fce,AttC,TimestepsSoFar,meankl,surrgain,entropy
0.0,10.0,1745,11500.816646575928,142.1177103998133,2487.0,2.1928481e-05,0.9948000000000002,0.0,329945,0.008990858,2.1928481e-05,0.55322284
0.0,10.0,1785,11823.37749671936,142.43058427765916,2491.75,0.00013581352,0.9966999999999997,0.0,339945,0.010100089,0.00013581352,0.45598477
0.0,9.75609756097561,1826,12137.588756084442,139.30598553566207,2436.5853658536585,0.00033586868,0.9817485928705442,0.24390243902439024,349958,0.009555083,0.00033586868,0.3629148
0.0,10.0,1866,12483.3600628376,142.75236085361468,2497.75,2.2240849e-05,0.9991000000000001,0.0,359958,0.0058677355,2.2240849e-05,0.29189977
0.0,10.0,1906,12793.50341129303,142.8709541990877,2499.75,0.00027097453,0.9999,0.0,369958,0.008688122,0.00027097453,0.3880613
0.0,10.0,1946,13098.669801712036,142.82654747292636,2499.25,0.0003198048,0.9997,0.0,379958,0.008353012,0.0003198048,0.48227188
0.0,10.0,1986,13408.446119070053,142.68848189430076,2497.0,0.00020926478,0.9987999999999999,0.0,389958,0.008797827,0.00020926478,0.5790995
0.0,10.0,2026,13726.272225856781,142.5187050801863,2493.25,2.291029e-05,0.9972999999999999,0.0,399958,0.007921347,2.291029e-05,0.6705859
0.0,10.0,2066,14054.344349384308,141.48276707874578,2475.75,0.00040591828,0.9902999999999998,0.0,409958,0.0099694,0.00040591828,0.5740133
0.0,9.75609756097561,2107,14378.255002260208,139.0253279979027,2431.951219512195,0.000272219,0.9798949343339588,0.24390243902439024,419971,0.010062972,0.000272219,0.47695723
0.0,10.0,2147,14697.146496295929,142.69357980405022,2497.25,0.00024915882,0.9989000000000001,0.0,429971,0.007214865,0.00024915882,0.56415516
0.0,9.75609756097561,2188,15020.391405820847,139.07067332811246,2433.6585365853657,6.397091e-05,0.9814959349593495,0.24390243902439024,439974,0.008854546,6.397091e-05,0.6613084
0.0,9.75609756097561,2229,15328.989481210709,138.35650542187133,2420.243902439024,0.00018176864,0.9761205164992828,0.24390243902439024,449991,0.00893351,0.00018176864,0.7588909
0.0,9.75609756097561,2270,15616.441857099533,136.55434063449616,2389.268292682927,0.00031662095,0.9557073170731705,0.24390243902439024,459994,0.008930173,0.00031662095,0.8564639
0.0,9.069767441860465,2313,15930.809408426285,126.44196904008975,2210.4651162790697,7.234459e-05,0.9055066119471042,0.9302325581395349,469782,0.00860877,7.234459e-05,0.76647425
0.0,9.523809523809524,2355,16218.184874296188,134.28925815239415,2349.0476190476193,0.00030458198,0.9553015873015875,0.47619047619047616,479788,0.010174863,0.00030458198,0.66888267
0.0,9.75609756097561,2396,16532.650173187256,137.88404393423536,2413.4146341463415,0.00027985213,0.9814308943089429,0.24390243902439024,489791,0.008933204,0.00027985213,0.76647425
0.0,8.88888888888889,2441,16836.64843249321,125.24198150611211,2187.1111111111113,0.00012740168,0.8993681707200797,1.1111111111111112,499856,0.008933204,0.00012740168,0.8640689
0.0,9.476190476190476,2483,17163.700740337372,131.2834640260647,2295.714285714286,8.400459e-05,0.926692365835223,0.5238095238095238,509872,0.010138877,8.400459e-05,0.7666378
0.0,9.523809523809524,2525,17485.589069843292,133.76364384360352,2341.190476190476,0.00020062359,0.9482222222222222,0.47619047619047616,519904,0.01017476,0.00020062359,0.6690436
0.0,10.0,2565,17768.977468013763,141.6683365967729,2478.75,0.00035052918,0.9915,0.0,529904,0.008931671,0.00035052918,0.76662725
0.0,9.022727272727273,2609,18046.934980630875,127.4319165067085,2227.9545454545455,0.00042528426,0.8987922077922076,0.9772727272727273,539934,0.010174781,0.00042528426,0.6690378
0.0,9.75609756097561,2650,18358.15251994133,138.28030524364598,2419.0243902439024,1.1882401e-05,0.9754471544715447,0.24390243902439024,549943,0.008932931,1.1882401e-05,0.7666263
0.0,10.0,2690,18659.204615831375,140.45958066514123,2457.0,0.00030371465,0.9827999999999999,0.0,559943,0.008933416,0.00030371465,0.8642153
0.0,9.046511627906977,2733,18943.80212163925,126.1023928329184,2203.0232558139537,0.00024218597,0.910460408624423,0.9534883720930233,569759,0.010174751,0.00024218597,0.7666264
0.0,9.255813953488373,2776,19239.095446825027,130.61754837629374,2281.860465116279,0.00026000518,0.9397785160575858,0.7441860465116279,579776,0.010174871,0.00026000518,0.6690375
0.0,10.0,2816,19532.044253587723,141.31782782032013,2472.0,0.00040666043,0.9887999999999995,0.0,589776,0.01017476,0.00040666043,0.57144374
0.0,9.95,2856,19850.95172548294,142.3671564632638,2491.75,0.00069239945,0.9966999999999999,0.05,599776,0.010174751,0.00069239945,0.47385633
0.0,9.75609756097561,2897,20125.03695845604,139.2565344601348,2435.8536585365855,0.00041693146,0.9807006651884699,0.24390243902439024,609787,0.010174781,0.00041693146,0.37626868
0.0,9.95,2937,20450.595170736313,142.69633613394453,2497.0,9.487908e-05,0.9987999999999999,0.05,619787,0.008933204,9.487908e-05,0.47385633
0.0,10.0,2977,20749.38367342949,142.62474086691526,2495.75,0.0007894926,0.9982999999999999,0.0,629787,0.01017476,0.0007894926,0.37626868
0.0,10.0,3017,21113.886438846588,142.83875772953002,2499.5,3.944273e-06,0.9998000000000001,0.0,639787,0.00058567524,3.944273e-06,0.4006653
0.0,10.0,3057,21424.35111761093,142.8387572575658,2499.5,7.4123076e-05,0.9998000000000001,0.0,649787,0.008933416,7.4123076e-05,0.4982586
0.0,9.75609756097561,3098,21736.399406671524,139.18103646355604,2435.121951219512,3.8151702e-05,0.9788292682926832,0.24390243902439024,659792,0.0088158045,3.8151702e-05,0.5951839
0.0,9.523809523809524,3140,22088.55333518982,135.6508292235124,2372.3809523809523,8.697509e-09,0.9618941798941799,0.47619047619047616,669804,0.00060504675,8.697509e-09,0.5707789
0.0,9.682926829268293,3181,22397.653642416,138.58728407511467,2424.390243902439,0.00023891793,0.9764418938307029,0.3170731707317073,679821,0.008933196,0.00023891793,0.66837174
