Tmt,Ptt,AttNC,optimgain,meankl,surrgain,TimestepsSoFar,MtR,TtR,Tmc,MpbtA,EpisodesSoFar,AttC,TimeElapsed,entropy,Tbt,MpbtN,entloss
77.25,75.30208911251661,1.0,0.006087686,0.0054156994,0.006087686,929984,-29.843345421269202,-149.52272727272728,26.75,35.611804045582076,6613,2.0,16807.221696138382,0.3644183,316416.0,64.38819595441791,0.0
78.47619047619048,76.44762716499557,0.9523809523809523,0.0048438334,0.0036511759,0.0048438334,939802,-29.589086120849,-151.71428571428572,25.523809523809526,35.62799760134194,6655,2.0476190476190474,16923.506760835648,0.35855573,321438.4761904762,64.37200239865804,0.0
77.4888888888889,75.52380199364848,0.8222222222222222,0.004527837,0.0037270563,0.004527837,949920,-30.06263654727001,-153.6,26.511111111111113,34.061850020301705,6700,2.1777777777777776,17045.922684192657,0.36978456,317394.4888888889,65.9381499796983,0.0
77.48837209302326,75.52380716086601,1.0930232558139534,0.0054233763,0.0044610067,0.0054233763,959791,-28.842437314001494,-146.30232558139534,26.511627906976745,37.147139507877256,6743,1.9069767441860466,17163.402436494827,0.3404121,317392.37209302327,62.85286049212274,0.0
78.02272727272727,76.02567824279089,1.0681818181818181,0.0052432353,0.00408881,0.0052432353,969879,-29.23880828828279,-147.88636363636363,25.977272727272727,36.87596962555841,6787,1.9318181818181819,17279.15227508545,0.34816414,319581.0909090909,63.124030374441574,0.0
77.43181818181819,75.45664125266296,0.8409090909090909,0.0060135345,0.004947774,0.0060135345,979832,-29.690771321668752,-149.9318181818182,26.59090909090909,35.47273514847531,6831,2.159090909090909,17398.47367501259,0.33412334,317160.7272727273,64.52726485152469,0.0
76.52272727272727,74.62367140645671,0.9090909090909091,0.006328434,0.004332981,0.006328434,989842,-29.395132913211572,-148.63636363636363,27.477272727272727,35.35014835957114,6875,2.090909090909091,17523.403388261795,0.317334,313437.0909090909,64.64985164042885,0.0
77.1590909090909,75.20403581506818,1.2727272727272727,0.0054750717,0.0039966153,0.0054750717,999940,-29.323926736606076,-147.27272727272728,26.863636363636363,36.47083105391923,6919,1.7272727272727273,17640.199661254883,0.32765034,316043.63636363635,63.52916894608075,0.0
77.74418604651163,75.76356638845681,1.0232558139534884,0.0072287344,0.0049390234,0.0072287344,1009854,-29.224455996232454,-148.1860465116279,26.25581395348837,36.47704841320012,6962,1.9767441860465116,17759.508429050446,0.35209233,318440.18604651163,63.52295158679988,0.0
76.43181818181819,74.52251898408798,0.9318181818181818,0.004454125,0.0035118102,0.004454125,1019856,-29.115664598397235,-150.47727272727272,27.59090909090909,34.38328622988145,7006,2.0681818181818183,17881.329721689224,0.34766492,313064.7272727273,65.61671377011852,0.0
77.54545454545455,75.56365292199389,0.9772727272727273,0.005276231,0.0043548737,0.005276231,1029919,-29.192495862123792,-148.4318181818182,26.477272727272727,36.25781969684263,7050,2.022727272727273,18001.561639547348,0.3447448,317626.1818181818,63.742180303157376,0.0
76.90697674418605,74.98297051878748,1.1627906976744187,0.005136022,0.0037215257,0.005136022,1039808,-28.811600302580768,-146.1627906976744,27.093023255813954,36.71252196740274,7093,1.8372093023255813,18122.826655864716,0.34310648,315010.9767441861,63.28747803259726,0.0
77.61363636363636,75.6423290529467,1.1136363636363635,0.0047965585,0.0039935946,0.0047965585,1049818,-29.474842265265398,-148.70454545454547,26.386363636363637,36.14474233090694,7137,1.8863636363636365,18235.66974258423,0.3698094,317905.45454545453,63.855257669093064,0.0
76.53333333333333,74.61837780113143,0.9333333333333333,0.005129402,0.0034289758,0.005129402,1059948,-28.184090245759034,-140.86666666666667,27.488888888888887,38.61848393159874,7182,2.066666666666667,18357.151027202606,0.34036842,313480.5333333333,61.38151606840124,0.0
77.68181818181819,75.70756578354265,0.8863636363636364,0.004895224,0.0033052352,0.004895224,1070000,-29.86724477243291,-150.95454545454547,26.318181818181817,35.24498338034546,7226,2.1136363636363638,18475.426497220993,0.35330683,318184.7272727273,64.75501661965455,0.0
77.97619047619048,75.9795947357653,0.9523809523809523,0.0057056346,0.004251071,0.0057056346,1079899,-29.532490862930278,-153.28571428571428,26.023809523809526,34.57497213846018,7268,2.0476190476190474,18591.33318042755,0.37421635,319390.4761904762,65.42502786153983,0.0
77.69767441860465,75.72130889161201,0.9767441860465116,0.006002529,0.0046988623,0.006002529,1089777,-29.14085780660038,-150.48837209302326,26.302325581395348,35.543675165989505,7311,2.0232558139534884,18710.749757528305,0.37050033,318249.67441860464,64.45632483401049,0.0
