optimgain,Fce,entloss,TimestepsSoFar,TtR,entropy,AttC,meankl,MtR,AttNC,surrgain,EpisodesSoFar,TimeElapsed
0.0006097036,0.13765206716010403,0.0,9751,67.86363636363636,1.4384757,2.3484848484848486,0.003959444,13.10466003721855,0.6515151515151515,0.0006097036,66,40.621342182159424
0.0007127309,0.14428662976942666,0.0,19952,85.30188679245283,1.4384794,1.9811320754716981,0.0022376038,16.493312135985317,1.0188679245283019,0.0007127309,119,81.66655731201172
0.0007974584,0.14694966448851932,0.0,29876,75.65454545454546,1.407229,2.0545454545454547,0.0034217644,14.688174572974923,0.9454545454545454,0.0007974584,174,122.96701002120972
0.0008163859,0.12446936582576719,0.0,39961,86.17647058823529,1.4005601,1.9607843137254901,0.0021139227,16.65272832943602,1.0392156862745099,0.0008163859,225,164.0595772266388
0.00079423905,0.14200211640211644,0.0,49763,93.2,1.3964835,1.6,0.004390935,17.846704403925834,1.4,0.00079423905,270,205.8037292957306
0.0009988607,0.12762790697674423,0.0,59770,95.72093023255815,1.4147104,1.6046511627906976,0.0032125926,18.454886224501553,1.3953488372093024,0.0009988607,313,246.38056325912476
0.0011480665,0.1386615261169037,0.0,69822,94.3695652173913,1.4145038,1.7826086956521738,0.006591498,18.045333764575908,1.2173913043478262,0.0011480665,359,290.51067781448364
0.0011086441,0.13604034865656017,0.0,79763,89.28,1.3926641,1.96,0.0037753643,17.298658365386192,1.04,0.0011086441,409,330.79767370224
0.0011719269,0.15776744186046512,0.0,89772,100.95348837209302,1.3802972,1.697674418604651,0.005288542,19.575799935604095,1.302325581395349,0.0011719269,452,373.1688356399536
0.00066702475,0.1504554865424431,0.0,99836,90.91304347826087,1.3860966,1.7173913043478262,0.004128364,17.198111593043947,1.2826086956521738,0.00066702475,498,413.41205620765686
0.0010435776,0.1286511627906977,0.0,109843,96.48837209302326,1.3680445,1.4883720930232558,0.0019453854,18.123936494506506,1.5116279069767442,0.0010435776,541,456.77319860458374
0.001203277,0.1262727272727273,0.0,119851,94.70454545454545,1.3826141,1.5227272727272727,0.0051837536,17.951846538471955,1.4772727272727273,0.001203277,585,497.34977436065674
0.0010253607,0.16129686839288496,0.0,129799,84.11320754716981,1.364248,2.0377358490566038,0.0054707164,16.08479112447486,0.9622641509433962,0.0010253607,638,538.5338296890259
0.0010975926,0.12954545454545457,0.0,139811,90.47727272727273,1.3418695,1.4318181818181819,0.0020026146,16.944746251304014,1.5681818181818181,0.0010975926,682,579.1855511665344
0.0011438654,0.12081403508771932,0.0,149836,89.8,1.3453338,1.5555555555555556,0.0028836762,17.007730123055268,1.4444444444444444,0.0011438654,727,620.317684173584
0.0008121595,0.12785666293393058,0.0,159893,91.34042553191489,1.3429427,1.6808510638297873,0.0023742304,17.588446686050712,1.3191489361702127,0.0008121595,774,662.7161712646484
0.0009956583,0.12003441503787526,0.0,169980,87.05882352941177,1.3477318,1.6274509803921569,0.0018651308,16.999372542250214,1.3725490196078431,0.0009956583,825,702.8046507835388
0.0009163961,0.14571043771043768,0.0,179762,94.73333333333333,1.3302386,1.6666666666666667,0.0031572005,18.174210172266218,1.3333333333333333,0.0009163961,870,744.7556536197662
0.0013239003,0.13585777777777783,0.0,189882,92.34,1.2905272,1.82,0.0041600987,17.887565400638234,1.18,0.0013239003,920,785.3427414894104
0.0006376206,0.12911043566362718,0.0,199907,89.36170212765957,1.2614714,1.7234042553191489,0.0018429932,16.850898181795284,1.2765957446808511,0.0006376206,967,827.3108310699463
