EpisodesSoFar,MtR,meankl,TimeElapsed,AttNC,Fce,TimestepsSoFar,entloss,surrgain,optimgain,AttC,entropy,TtR
6585,24.871891303157575,0.008933204,15197.918892383575,4.170731707317073,0.17160975609756096,1579926,0.0,1.449585e-08,1.449585e-08,5.829268292682927,5.83058,429.0243902439024
6628,21.372601773510574,0.010174781,15279.628497362137,2.441860465116279,0.16055546901079334,1589965,0.0,4.951477e-08,4.951477e-08,7.558139534883721,5.7329655,372.09302325581393
6668,25.402964707937393,0.008933204,15357.91705775261,3.5,0.17560000000000003,1599965,0.0,5.355835e-08,5.355835e-08,6.5,5.83058,439.0
6708,25.38989696789306,0.008933204,15437.351154565811,4.225,0.1768408163265306,1609764,0.0,2.1514893e-08,2.1514893e-08,5.775,5.928221,438.0
6749,23.848701331195983,0.008933102,15515.770461082458,3.1219512195121952,0.16565853658536586,1619773,0.0,2.3803711e-08,2.3803711e-08,6.878048780487805,6.0258365,414.1463414634146
6791,23.56206048786374,0.008933204,15594.009999275208,3.4523809523809526,0.16725313283208024,1629803,0.0,2.5939942e-08,2.5939942e-08,6.5476190476190474,6.1233754,415.23809523809524
6832,22.834278661560806,0.010174781,15671.18242764473,2.7804878048780486,0.16138868707836015,1639850,0.0,1.083374e-08,1.083374e-08,7.219512195121951,6.0258365,396.0975609756098
6875,24.100466323644024,0.008933204,15746.805826187134,3.4651162790697674,0.1735324447807382,1649981,0.0,-2.746582e-09,-2.746582e-09,6.534883720930233,6.1233754,420.0
6915,23.862293704638418,0.008933196,15821.615846633911,3.55,0.16881034482758622,1659818,0.0,1.4343262e-08,1.4343262e-08,6.45,6.220995,415.0
6957,22.522025023356978,0.008933204,15898.787657499313,2.9523809523809526,0.1582408319649699,1669862,0.0,-4.5776366e-10,-4.5776366e-10,7.0476190476190474,6.3185525,386.42857142857144
