Tmc,entloss,surrgain,Ptt,AttC,EpisodesSoFar,TimestepsSoFar,TimeElapsed,meankl,AttNC,MtR,TtR,optimgain,MpbtA,MpbtN,entropy,Tbt,Tmt
50.03333333333333,0.0,0.002131913,53.8465903519835,4.383333333333334,16126,2309897,80661.52595496178,0.0044855303,5.616666666666666,-7.860226020652527,-109.0,0.002131913,80.22685960867713,19.773140391322897,0.26453802,226099.2,55.2
48.3968253968254,0.0,0.0019770283,55.37261779391963,3.8253968253968256,16189,2319915,80999.41669845581,0.0065519297,6.174603174603175,-8.056077189422131,-116.98412698412699,0.0019770283,79.6006917665932,20.39930823340682,0.23252578,232626.79365079364,56.79365079365079
49.08064516129032,0.0,0.005256199,54.71465270735315,3.4193548387096775,16251,2329917,81350.3846745491,0.006287771,6.580645161290323,-8.659882708068297,-119.03225806451613,0.005256199,78.79087401663267,21.209125983367326,0.23258941,229706.32258064515,56.08064516129032
48.333333333333336,0.0,0.0022592787,55.42057476423198,3.683333333333333,16311,2339949,81704.10070180893,0.004396322,6.316666666666666,-8.226287752431201,-114.5,0.0022592787,79.90692741645289,20.09307258354712,0.24963832,232789.33333333334,56.833333333333336
49.806451612903224,0.0,0.0030505047,54.08155939609256,3.4193548387096775,16373,2349964,82050.39441275597,0.006800149,6.580645161290323,-8.219577425809277,-115.3225806451613,0.0030505047,79.15045411955452,20.84954588044547,0.25498813,227195.87096774194,55.46774193548387
47.854838709677416,0.0,0.0021712785,55.88676841354181,5.774193548387097,16435,2359858,82387.64181184769,0.005623828,4.225806451612903,-8.63138688295722,-126.93548387096774,0.0021712785,78.14082238894447,21.859177611055518,0.27574104,234859.35483870967,57.33870967741935
49.24193548387097,0.0,0.0018750617,54.59191474095046,4.129032258064516,16497,2369842,82732.18588471413,0.00425946,5.870967741935484,-7.809000449986996,-111.61290322580645,0.0018750617,80.19326514447188,19.80673485552814,0.25567067,229309.93548387097,55.983870967741936
48.55,0.0,0.0023126258,55.248953716047154,4.45,16557,2379847,83072.53271484375,0.00603208,5.55,-8.517304661616013,-127.16666666666667,0.0023126258,77.63084860927232,22.369151390727687,0.25952977,232174.93333333332,56.68333333333333
48.36065573770492,0.0,0.002382856,55.41056386119169,4.60655737704918,16618,2389962,83412.85391330719,0.003580103,5.39344262295082,-9.500448531725818,-142.78688524590163,0.002382856,74.95023169128471,25.049768308715286,0.27211562,232800.52459016393,56.83606557377049
49.75,0.0,0.0028200408,54.0992649138841,3.8833333333333333,16678,2399930,83762.78706717491,0.00710518,6.116666666666666,-9.036407315420144,-131.66666666666666,0.0028200408,76.21755979122834,23.782440208771643,0.26651594,227123.2,55.45
49.65573770491803,0.0,0.0027442402,54.21862749873086,3.459016393442623,16739,2409881,84102.51821184158,0.0051602735,6.540983606557377,-7.487861418523932,-103.44262295081967,0.0027442402,81.3899820469741,18.610017953025917,0.28421658,227764.45901639343,55.60655737704918
